Orthogroup	Montipora_gene	Pocillopora_gene	Spis_gene
OG0005764	Montipora_capitata_HIv3___RNAseq.g24140.t1	Pocillopora_acuta_HIv2___RNAseq.g22373.t1	Spis14740
OG0005765	Montipora_capitata_HIv3___RNAseq.g8731.t1	Pocillopora_acuta_HIv2___RNAseq.g15966.t3	Spis7950
OG0005769	Montipora_capitata_HIv3___RNAseq.g29198.t1	Pocillopora_acuta_HIv2___RNAseq.g21234.t1	Spis5002
OG0005771	Montipora_capitata_HIv3___RNAseq.g29210.t1	Pocillopora_acuta_HIv2___TS.g19010.t3	Spis4998
OG0005774	Montipora_capitata_HIv3___RNAseq.g46126.t1	Pocillopora_acuta_HIv2___TS.g8074.t1	Spis17701
OG0005775	Montipora_capitata_HIv3___RNAseq.g12780.t1	Pocillopora_acuta_HIv2___TS.g21140.t1	Spis2381
OG0005776	Montipora_capitata_HIv3___RNAseq.g12762.t1	Pocillopora_acuta_HIv2___RNAseq.g24754.t1	Spis2397
OG0005777	Montipora_capitata_HIv3___RNAseq.g24184.t1	Pocillopora_acuta_HIv2___TS.g3466.t1	Spis1698
OG0005780	Montipora_capitata_HIv3___TS.g14901.t1	Pocillopora_acuta_HIv2___RNAseq.g30677.t1	Spis8595
OG0005781	Montipora_capitata_HIv3___RNAseq.g37419.t1	Pocillopora_acuta_HIv2___RNAseq.g20588.t1	Spis21700
OG0005783	Montipora_capitata_HIv3___RNAseq.g24976.t1	Pocillopora_acuta_HIv2___RNAseq.g22523.t1	Spis8061
OG0005786	Montipora_capitata_HIv3___RNAseq.g45198.t1	Pocillopora_acuta_HIv2___TS.g28207.t1	
OG0005787	Montipora_capitata_HIv3___RNAseq.g49535.t1	Pocillopora_acuta_HIv2___TS.g25541.t1	Spis2075
OG0005788	Montipora_capitata_HIv3___RNAseq.g49483.t1	Pocillopora_acuta_HIv2___RNAseq.g25933.t1	Spis12422
OG0005790	Montipora_capitata_HIv3___RNAseq.g43565.t1	Pocillopora_acuta_HIv2___RNAseq.g6945.t1	Spis12093
OG0005791	Montipora_capitata_HIv3___RNAseq.g45355.t1	Pocillopora_acuta_HIv2___RNAseq.g15501.t1	Spis9281
OG0005793	Montipora_capitata_HIv3___RNAseq.g45260.t1	Pocillopora_acuta_HIv2___RNAseq.g680.t1	Spis12989
OG0005794	Montipora_capitata_HIv3___RNAseq.g45250.t1	Pocillopora_acuta_HIv2___RNAseq.g623.t1	Spis10155
OG0005795	Montipora_capitata_HIv3___RNAseq.g43327.t1b	Pocillopora_acuta_HIv2___RNAseq.g8393.t1	Spis21261
OG0005796	Montipora_capitata_HIv3___TS.g49742.t2	Pocillopora_acuta_HIv2___RNAseq.g8411.t1	Spis12011
OG0005799	Montipora_capitata_HIv3___RNAseq.g32150.t1	Pocillopora_acuta_HIv2___RNAseq.g30312.t1	Spis11954
OG0005801	Montipora_capitata_HIv3___TS.g1766.t1	Pocillopora_acuta_HIv2___RNAseq.g7914.t1	Spis20502.t1
OG0005802	Montipora_capitata_HIv3___RNAseq.g47569.t1	Pocillopora_acuta_HIv2___RNAseq.g7970.t1	Spis13255
OG0005803	Montipora_capitata_HIv3___RNAseq.g40435.t1	Pocillopora_acuta_HIv2___RNAseq.g13344.t1	Spis20610
OG0005804	Montipora_capitata_HIv3___RNAseq.g24215.t2	Pocillopora_acuta_HIv2___RNAseq.g3624.t1	Spis1719
OG0005806	Montipora_capitata_HIv3___RNAseq.g37243.t1	Pocillopora_acuta_HIv2___TS.g5715.t1	Spis8200
OG0005807	Montipora_capitata_HIv3___RNAseq.g37197.t1	Pocillopora_acuta_HIv2___RNAseq.g28944.t1	Spis18940
OG0005808	Montipora_capitata_HIv3___RNAseq.g11717.t1	Pocillopora_acuta_HIv2___RNAseq.g16994.t1	Spis15050
OG0005809	Montipora_capitata_HIv3___RNAseq.g11690.t1	Pocillopora_acuta_HIv2___RNAseq.g16961.t1	Spis15772
OG0005812	Montipora_capitata_HIv3___RNAseq.g14437.t1	Pocillopora_acuta_HIv2___RNAseq.g14168.t1	Spis17018
OG0005813	Montipora_capitata_HIv3___RNAseq.g14488.t1	Pocillopora_acuta_HIv2___TS.g12638.t2	Spis18731
OG0005815	Montipora_capitata_HIv3___RNAseq.g15767.t1	Pocillopora_acuta_HIv2___RNAseq.g4519.t1	Spis18268
OG0005816	Montipora_capitata_HIv3___RNAseq.g44067.t1	Pocillopora_acuta_HIv2___RNAseq.g14779.t2	Spis3354
OG0005817	Montipora_capitata_HIv3___RNAseq.g47825.t1	Pocillopora_acuta_HIv2___TS.g6623.t1	Spis15764
OG0005818	Montipora_capitata_HIv3___RNAseq.g47592.t2	Pocillopora_acuta_HIv2___RNAseq.g7990.t1	Spis1.t1
OG0005819	Montipora_capitata_HIv3___RNAseq.g27670.t1	Pocillopora_acuta_HIv2___RNAseq.g2384.t1	Spis19570
OG0005820	Montipora_capitata_HIv3___TS.g12510.t1	Pocillopora_acuta_HIv2___RNAseq.g27212.t1	Spis5974.t1
OG0005821	Montipora_capitata_HIv3___RNAseq.g42242.t1	Pocillopora_acuta_HIv2___RNAseq.g12997.t1	Spis8414
OG0005822	Montipora_capitata_HIv3___RNAseq.g41757.t1	Pocillopora_acuta_HIv2___RNAseq.g13221.t1	Spis11479
OG0005825	Montipora_capitata_HIv3___RNAseq.g16222.t1	Pocillopora_acuta_HIv2___TS.g29761.t1b	Spis18279
OG0005826	Montipora_capitata_HIv3___RNAseq.g24266.t1	Pocillopora_acuta_HIv2___RNAseq.g3703.t1	Spis1661
OG0005827	Montipora_capitata_HIv3___RNAseq.g24268.t1	Pocillopora_acuta_HIv2___TS.g3525.t1	Spis1659
OG0005828	Montipora_capitata_HIv3___RNAseq.g30523.t1	Pocillopora_acuta_HIv2___RNAseq.18550_t	Spis11588.t1
OG0005829	Montipora_capitata_HIv3___RNAseq.g30596.t2	Pocillopora_acuta_HIv2___RNAseq.g30581.t1	Spis11568
OG0005830	Montipora_capitata_HIv3___RNAseq.g30562.t1	Pocillopora_acuta_HIv2___TS.g18537.t1	Spis14415
OG0005831	Montipora_capitata_HIv3___RNAseq.g30203.t1	Pocillopora_acuta_HIv2___RNAseq.g30838.t1	
OG0005832	Montipora_capitata_HIv3___TS.g26091.t1	Pocillopora_acuta_HIv2___TS.g31053.t1	Spis15110
OG0005833	Montipora_capitata_HIv3___RNAseq.g29450.t1	Pocillopora_acuta_HIv2___RNAseq.g19617.t1	Spis2993.t1
OG0005834	Montipora_capitata_HIv3___RNAseq.g29453.t1	Pocillopora_acuta_HIv2___RNAseq.g19622.t1	Spis2990
OG0005835	Montipora_capitata_HIv3___RNAseq.g6697.t1	Pocillopora_acuta_HIv2___RNAseq.g1854.t1	Spis17876
OG0005836	Montipora_capitata_HIv3___RNAseq.g6634.t1b	Pocillopora_acuta_HIv2___RNAseq.g1818.t1	Spis3113.t1
OG0005837	Montipora_capitata_HIv3___RNAseq.g6788.t1	Pocillopora_acuta_HIv2___TS.g27182.t1a	Spis6193
OG0005838	Montipora_capitata_HIv3___RNAseq.g6652.t1	Pocillopora_acuta_HIv2___TS.g27158.t2	
OG0005839	Montipora_capitata_HIv3___RNAseq.g32993.t1	Pocillopora_acuta_HIv2___RNAseq.g19149.t1	Spis9179
OG0005840	Montipora_capitata_HIv3___RNAseq.g32704.t1	Pocillopora_acuta_HIv2___TS.g5141.t1	Spis9204
OG0005841	Montipora_capitata_HIv3___RNAseq.g31772.t1	Pocillopora_acuta_HIv2___RNAseq.g8728.t1	Spis11257.t2
OG0005842	Montipora_capitata_HIv3___TS.g16276.t1	Pocillopora_acuta_HIv2___TS.g950.t1	Spis11256.t1
OG0005844	Montipora_capitata_HIv3___RNAseq.g31763.t1	Pocillopora_acuta_HIv2___RNAseq.g30377.t2	Spis14162
OG0005846	Montipora_capitata_HIv3___RNAseq.g39288.t1	Pocillopora_acuta_HIv2___RNAseq.g28981.t1	Spis9258
OG0005847	Montipora_capitata_HIv3___RNAseq.g34750.t1	Pocillopora_acuta_HIv2___RNAseq.g18630.t1	Spis403.t1
OG0005852	Montipora_capitata_HIv3___RNAseq.g11119.t2	Pocillopora_acuta_HIv2___RNAseq.g17074.t1	Spis4056
OG0005853	Montipora_capitata_HIv3___RNAseq.g11522.t1	Pocillopora_acuta_HIv2___RNAseq.g16672.t1	Spis9757
OG0005854	Montipora_capitata_HIv3___RNAseq.g11574.t1	Pocillopora_acuta_HIv2___RNAseq.g16927.t1	Spis7376
OG0005855	Montipora_capitata_HIv3___TS.g44322.t1	Pocillopora_acuta_HIv2___RNAseq.g16713.t1	Spis11544
OG0005856	Montipora_capitata_HIv3___TS.g35885.t2	Pocillopora_acuta_HIv2___TS.g28305.t1	Spis19338
OG0005857	Montipora_capitata_HIv3___RNAseq.g23474.t1	Pocillopora_acuta_HIv2___RNAseq.g24329.t1	Spis17658.t1
OG0005859	Montipora_capitata_HIv3___RNAseq.g23519.t2	Pocillopora_acuta_HIv2___RNAseq.g22089.t1	Spis19229
OG0005860	Montipora_capitata_HIv3___RNAseq.g22116.t1	Pocillopora_acuta_HIv2___RNAseq.g19502.t1	Spis19329
OG0005861	Montipora_capitata_HIv3___RNAseq.g23526.t1	Pocillopora_acuta_HIv2___RNAseq.g22096.t1	Spis17848
OG0005863	Montipora_capitata_HIv3___RNAseq.g42664.t1	Pocillopora_acuta_HIv2___RNAseq.g8147.t1	
OG0005865	Montipora_capitata_HIv3___RNAseq.g19848.t1	Pocillopora_acuta_HIv2___RNAseq.g4308.t1	Spis14461
OG0005868	Montipora_capitata_HIv3___RNAseq.g46694.t1	Pocillopora_acuta_HIv2___TS.g8246.t2	Spis18911
OG0005870	Montipora_capitata_HIv3___RNAseq.g46712.t1	Pocillopora_acuta_HIv2___RNAseq.g4889.t1	Spis7336
OG0005876	Montipora_capitata_HIv3___RNAseq.g45237.t1	Pocillopora_acuta_HIv2___TS.g27914.t3	Spis7848
OG0005878	Montipora_capitata_HIv3___RNAseq.g45559.t1	Pocillopora_acuta_HIv2___RNAseq.g852.t1	Spis6434
OG0005879	Montipora_capitata_HIv3___RNAseq.g47119.t1	Pocillopora_acuta_HIv2___TS.g8347.t2	Spis2921
OG0005881	Montipora_capitata_HIv3___RNAseq.g13646.t1	Pocillopora_acuta_HIv2___RNAseq.g25523.t1	Spis16433
OG0005886	Montipora_capitata_HIv3___RNAseq.g3096.t1	Pocillopora_acuta_HIv2___TS.g14868.t1	Spis8535
OG0005888	Montipora_capitata_HIv3___RNAseq.g3095.t1	Pocillopora_acuta_HIv2___RNAseq.g30969.t1	Spis8534.t1
OG0005889	Montipora_capitata_HIv3___RNAseq.g44894.t1	Pocillopora_acuta_HIv2___RNAseq.g15193.t1	Spis4630.t1
OG0005890	Montipora_capitata_HIv3___RNAseq.g44781.t2	Pocillopora_acuta_HIv2___RNAseq.g3081.t1	Spis16267
OG0005891	Montipora_capitata_HIv3___RNAseq.g44831.t1	Pocillopora_acuta_HIv2___RNAseq.g3021.t1	Spis4610
OG0005892	Montipora_capitata_HIv3___TS.g22696.t2	Pocillopora_acuta_HIv2___RNAseq.g25424.t1	Spis9543
OG0005893	Montipora_capitata_HIv3___RNAseq.g26672.t1	Pocillopora_acuta_HIv2___TS.g3149.t1	Spis20684
OG0005899	Montipora_capitata_HIv3___RNAseq.g12166.t1	Pocillopora_acuta_HIv2___RNAseq.g29678.t1	Spis3430
OG0005900	Montipora_capitata_HIv3___TS.g44788.t3	Pocillopora_acuta_HIv2___RNAseq.26564_t	Spis17277.t2
OG0005901	Montipora_capitata_HIv3___RNAseq.g11977.t1	Pocillopora_acuta_HIv2___RNAseq.g17096.t1	Spis14876
OG0005902	Montipora_capitata_HIv3___TS.g40030.t1	Pocillopora_acuta_HIv2___RNAseq.g3172.t1	Spis8425.t2
OG0005904	Montipora_capitata_HIv3___RNAseq.g44311.t1	Pocillopora_acuta_HIv2___RNAseq.g24068.t2	Spis136.t1
OG0005905	Montipora_capitata_HIv3___RNAseq.g44303.t1	Pocillopora_acuta_HIv2___TS.g1175.t1	Spis128
OG0005906	Montipora_capitata_HIv3___RNAseq.g44344.t1	Pocillopora_acuta_HIv2___RNAseq.g14922.t1	Spis165
OG0005907	Montipora_capitata_HIv3___RNAseq.g44285.t1	Pocillopora_acuta_HIv2___RNAseq.g24037.t1	Spis116
OG0005908	Montipora_capitata_HIv3___RNAseq.g24862.t1a	Pocillopora_acuta_HIv2___RNAseq.g22507.t1	Spis8075
OG0005914	Montipora_capitata_HIv3___RNAseq.13310_t	Pocillopora_acuta_HIv2___RNAseq.g30175.t1	Spis16129
OG0005915	Montipora_capitata_HIv3___RNAseq.g26953.t1	Pocillopora_acuta_HIv2___RNAseq.g28910.t1	Spis7662.t1
OG0005916	Montipora_capitata_HIv3___RNAseq.g27084.t1	Pocillopora_acuta_HIv2___RNAseq.g27691.t1	Spis2109
OG0005917	Montipora_capitata_HIv3___RNAseq.g27044.t1	Pocillopora_acuta_HIv2___TS.g10393.t1	Spis19841
OG0005919	Montipora_capitata_HIv3___RNAseq.g26229.t1c	Pocillopora_acuta_HIv2___RNAseq.g29779.t1	Spis773
OG0005920	Montipora_capitata_HIv3___RNAseq.g20108.t1	Pocillopora_acuta_HIv2___TS.g13017.t1	Spis15183
OG0005921	Montipora_capitata_HIv3___RNAseq.g20166.t1	Pocillopora_acuta_HIv2___RNAseq.g4095.t1	Spis19434
OG0005922	Montipora_capitata_HIv3___RNAseq.g20155.t1	Pocillopora_acuta_HIv2___RNAseq.g28398.t1	Spis5647
OG0005925	Montipora_capitata_HIv3___RNAseq.g5923.t1b	Pocillopora_acuta_HIv2___TS.g5804.t1	Spis9435
OG0005926	Montipora_capitata_HIv3___RNAseq.g43146.t1	Pocillopora_acuta_HIv2___RNAseq.g8305.t1	Spis578
OG0005927	Montipora_capitata_HIv3___RNAseq.g43108.t1	Pocillopora_acuta_HIv2___TS.g30000.t3	
OG0005929	Montipora_capitata_HIv3___RNAseq.g7774.t1	Pocillopora_acuta_HIv2___RNAseq.g28854.t1	Spis7734.t1
OG0005930		Pocillopora_acuta_HIv2___RNAseq.g23170.t1	Spis13372
OG0005931	Montipora_capitata_HIv3___RNAseq.g3371.t1	Pocillopora_acuta_HIv2___TS.g19792.t3a	Spis6609
OG0005932	Montipora_capitata_HIv3___RNAseq.g19476.t1	Pocillopora_acuta_HIv2___RNAseq.g11227.t1	Spis3082.t1
OG0005933	Montipora_capitata_HIv3___RNAseq.g19612.t1	Pocillopora_acuta_HIv2___RNAseq.g11180.t1	Spis15650
OG0005934	Montipora_capitata_HIv3___RNAseq.g19614.t1	Pocillopora_acuta_HIv2___RNAseq.g11177.t1	Spis15648
OG0005935	Montipora_capitata_HIv3___RNAseq.g19576.t1	Pocillopora_acuta_HIv2___TS.g29356.t2	Spis15654
OG0005936	Montipora_capitata_HIv3___TS.g32737.t2	Pocillopora_acuta_HIv2___RNAseq.g28614.t1	Spis15382.t1
OG0005937	Montipora_capitata_HIv3___RNAseq.g5380.t1	Pocillopora_acuta_HIv2___RNAseq.g7478.t1	Spis4197
OG0005940	Montipora_capitata_HIv3___RNAseq.g5744.t1	Pocillopora_acuta_HIv2___RNAseq.g7258.t1	Spis9450
OG0005941	Montipora_capitata_HIv3___RNAseq.g5248.t1	Pocillopora_acuta_HIv2___RNAseq.g7549.t1	Spis22510
OG0005942	Montipora_capitata_HIv3___RNAseq.g5551.t1	Pocillopora_acuta_HIv2___RNAseq.g7414.t1	Spis16911
OG0005943	Montipora_capitata_HIv3___RNAseq.g5395.t1	Pocillopora_acuta_HIv2___TS.g6039.t1c	Spis4216
OG0005944	Montipora_capitata_HIv3___RNAseq.g40831.t1	Pocillopora_acuta_HIv2___TS.g23295.t1	Spis13800
OG0005945	Montipora_capitata_HIv3___RNAseq.g40601.t1	Pocillopora_acuta_HIv2___RNAseq.g5797.t1	Spis8811
OG0005946	Montipora_capitata_HIv3___RNAseq.g41023.t1	Pocillopora_acuta_HIv2___RNAseq.g8863.t1	Spis3237.t1
OG0005947	Montipora_capitata_HIv3___RNAseq.g41055.t1	Pocillopora_acuta_HIv2___RNAseq.g9742.t1	Spis12767
OG0005948	Montipora_capitata_HIv3___RNAseq.g40754.t1	Pocillopora_acuta_HIv2___RNAseq.g9120.t1	Spis1791.t1
OG0005949	Montipora_capitata_HIv3___TS.g47230.t2	Pocillopora_acuta_HIv2___RNAseq.g12681.t1	Spis18003
OG0005951	Montipora_capitata_HIv3___RNAseq.g40692.t1	Pocillopora_acuta_HIv2___RNAseq.g5751.t1	Spis9125
OG0005953	Montipora_capitata_HIv3___TS.g4532.t1	Pocillopora_acuta_HIv2___RNAseq.g2607.t1	Spis4929
OG0005954	Montipora_capitata_HIv3___RNAseq.g48852.t1a	Pocillopora_acuta_HIv2___RNAseq.g7831.t1	Spis1812
OG0005956	Montipora_capitata_HIv3___RNAseq.g36826.t1	Pocillopora_acuta_HIv2___RNAseq.g23418.t1	Spis16659
OG0005958	Montipora_capitata_HIv3___RNAseq.g36969.t1	Pocillopora_acuta_HIv2___RNAseq.g22605.t1	Spis11353
OG0005959	Montipora_capitata_HIv3___RNAseq.g36974.t1	Pocillopora_acuta_HIv2___TS.g24036.t1b	
OG0005962	Montipora_capitata_HIv3___RNAseq.g41677.t1	Pocillopora_acuta_HIv2___TS.g15899.t2	Spis5487
OG0005963	Montipora_capitata_HIv3___RNAseq.g41149.t1	Pocillopora_acuta_HIv2___RNAseq.g18721.t1	Spis269
OG0005964	Montipora_capitata_HIv3___RNAseq.g41346.t1	Pocillopora_acuta_HIv2___RNAseq.g12608.t1	Spis17125
OG0005965	Montipora_capitata_HIv3___RNAseq.g41400.t2	Pocillopora_acuta_HIv2___RNAseq.g12709.t2	Spis9686
OG0005966		Pocillopora_acuta_HIv2___TS.g15142.t1	Spis7169
OG0005967	Montipora_capitata_HIv3___RNAseq.g41627.t1	Pocillopora_acuta_HIv2___RNAseq.g13123.t1	Spis4249
OG0005968	Montipora_capitata_HIv3___TS.g48020.t2	Pocillopora_acuta_HIv2___RNAseq.g13136.t3	Spis4261
OG0005969	Montipora_capitata_HIv3___RNAseq.g15059.t1	Pocillopora_acuta_HIv2___RNAseq.g13968.t1	Spis19269
OG0005971	Montipora_capitata_HIv3___RNAseq.g15080.t1	Pocillopora_acuta_HIv2___RNAseq.g13761.t1	Spis7651.t1
OG0005972	Montipora_capitata_HIv3___TS.g22904.t2	Pocillopora_acuta_HIv2___RNAseq.g29446.t1	Spis2793
OG0005974	Montipora_capitata_HIv3___RNAseq.g43798.t1	Pocillopora_acuta_HIv2___RNAseq.g9784.t1	Spis12908
OG0005976	Montipora_capitata_HIv3___RNAseq.g26716.t1	Pocillopora_acuta_HIv2___TS.g11734.t2	Spis829
OG0005978	Montipora_capitata_HIv3___RNAseq.38592_t	Pocillopora_acuta_HIv2___RNAseq.g2780.t1	Spis9374
OG0005979	Montipora_capitata_HIv3___RNAseq.g49669.t1	Pocillopora_acuta_HIv2___RNAseq.g25835.t1	Spis11028
OG0005980	Montipora_capitata_HIv3___TS.g3541.t1	Pocillopora_acuta_HIv2___TS.g25648.t1	Spis1584
OG0005981	Montipora_capitata_HIv3___RNAseq.g49219.t1	Pocillopora_acuta_HIv2___RNAseq.g26102.t2	Spis1585
OG0005983	Montipora_capitata_HIv3___RNAseq.g49866.t1	Pocillopora_acuta_HIv2___RNAseq.g2816.t1	Spis18014
OG0005984	Montipora_capitata_HIv3___RNAseq.g49835.t1	Pocillopora_acuta_HIv2___RNAseq.g26047.t1	Spis1619
OG0005986	Montipora_capitata_HIv3___TS.g21280.t1	Pocillopora_acuta_HIv2___TS.g21530.t1	Spis18079
OG0005987	Montipora_capitata_HIv3___RNAseq.g12740.t1	Pocillopora_acuta_HIv2___RNAseq.g24777.t1	Spis2409
OG0005992	Montipora_capitata_HIv3___TS.g21900.t1	Pocillopora_acuta_HIv2___RNAseq.g25239.t1	
OG0005994	Montipora_capitata_HIv3___RNAseq.g5072.t1	Pocillopora_acuta_HIv2___RNAseq.g1667.t1	Spis9837
OG0005995	Montipora_capitata_HIv3___TS.g26647.t1	Pocillopora_acuta_HIv2___TS.g5983.t2	Spis4164
OG0005999	Montipora_capitata_HIv3___RNAseq.g27770.t2	Pocillopora_acuta_HIv2___RNAseq.g19826.t1	Spis14997
OG0006000	Montipora_capitata_HIv3___RNAseq.g28055.t1	Pocillopora_acuta_HIv2___RNAseq.g12346.t1	Spis12954
OG0006002	Montipora_capitata_HIv3___RNAseq.g28064.t1	Pocillopora_acuta_HIv2___TS.g13222.t1b	Spis2954.t1
OG0006003	Montipora_capitata_HIv3___RNAseq.g28092.t1	Pocillopora_acuta_HIv2___TS.g13187.t1b	Spis2981
OG0006004	Montipora_capitata_HIv3___RNAseq.g28232.t1	Pocillopora_acuta_HIv2___RNAseq.g15039.t1	Spis7521
OG0006005	Montipora_capitata_HIv3___RNAseq.g719.t1	Pocillopora_acuta_HIv2___RNAseq.g3336.t2	Spis10649
OG0006006	Montipora_capitata_HIv3___TS.g38156.t1c	Pocillopora_acuta_HIv2___RNAseq.g16546.t1	Spis14128
OG0006007	Montipora_capitata_HIv3___RNAseq.g418.t1	Pocillopora_acuta_HIv2___RNAseq.g3340.t1	Spis10646
OG0006010	Montipora_capitata_HIv3___RNAseq.g565.t2	Pocillopora_acuta_HIv2___TS.g25153.t1	Spis16219
OG0006011	Montipora_capitata_HIv3___RNAseq.g1689.t1	Pocillopora_acuta_HIv2___TS.g16547.t2b	Spis1274
OG0006012	Montipora_capitata_HIv3___RNAseq.g33312.t1	Pocillopora_acuta_HIv2___TS.g184.t1b	Spis553
OG0006013	Montipora_capitata_HIv3___RNAseq.g33739.t1	Pocillopora_acuta_HIv2___RNAseq.g18500.t1	Spis1400
OG0006014	Montipora_capitata_HIv3___RNAseq.g33665.t1	Pocillopora_acuta_HIv2___TS.g20656.t1	Spis14051
OG0006015	Montipora_capitata_HIv3___RNAseq.g34304.t1	Pocillopora_acuta_HIv2___RNAseq.g18536.t1	Spis1437
OG0006016	Montipora_capitata_HIv3___TS.g18826.t1	Pocillopora_acuta_HIv2___RNAseq.g18537.t1	Spis1438
OG0006017	Montipora_capitata_HIv3___TS.g18276.t1	Pocillopora_acuta_HIv2___RNAseq.g18413.t1	Spis1322
OG0006018	Montipora_capitata_HIv3___RNAseq.g33772.t1	Pocillopora_acuta_HIv2___RNAseq.g18461.t1	Spis1362
OG0006019	Montipora_capitata_HIv3___RNAseq.g34187.t2	Pocillopora_acuta_HIv2___TS.g234.t1	Spis3989.t2
OG0006020	Montipora_capitata_HIv3___RNAseq.g34232.t1	Pocillopora_acuta_HIv2___TS.g238.t1	Spis3985
OG0006023	Montipora_capitata_HIv3___RNAseq.g18455.t1	Pocillopora_acuta_HIv2___RNAseq.g6688.t1	Spis18358
OG0006024	Montipora_capitata_HIv3___RNAseq.g18640.t1	Pocillopora_acuta_HIv2___RNAseq.g6624.t1	Spis21005
OG0006026	Montipora_capitata_HIv3___RNAseq.g18078.t1	Pocillopora_acuta_HIv2___RNAseq.g15782.t1	Spis12077
OG0006028	Montipora_capitata_HIv3___RNAseq.g18620.t1	Pocillopora_acuta_HIv2___RNAseq.g6603.t1	Spis17111.t3
OG0006029	Montipora_capitata_HIv3___TS.g13846.t2	Pocillopora_acuta_HIv2___RNAseq.g21632.t1	Spis22734
OG0006030	Montipora_capitata_HIv3___RNAseq.g7313.t1	Pocillopora_acuta_HIv2___TS.g20534.t1	Spis15355.t1
OG0006031	Montipora_capitata_HIv3___RNAseq.g7321.t1	Pocillopora_acuta_HIv2___RNAseq.g15137.t1	Spis15361
OG0006036	Montipora_capitata_HIv3___RNAseq.g6415.t1	Pocillopora_acuta_HIv2___RNAseq.g2054.t1	Spis4593
OG0006037	Montipora_capitata_HIv3___RNAseq.g7486.t1	Pocillopora_acuta_HIv2___RNAseq.g15099.t1	Spis5685
OG0006040	Montipora_capitata_HIv3___TS.g36940.t1	Pocillopora_acuta_HIv2___RNAseq.g24149.t1	Spis6033
OG0006041	Montipora_capitata_HIv3___RNAseq.g23003.t1	Pocillopora_acuta_HIv2___RNAseq.g10476.t1	Spis11203
OG0006042	Montipora_capitata_HIv3___TS.g36479.t4	Pocillopora_acuta_HIv2___RNAseq.g10449.t1	Spis11226
OG0006043	Montipora_capitata_HIv3___RNAseq.g22586.t1	Pocillopora_acuta_HIv2___RNAseq.g7170.t1	Spis11650
OG0006044	Montipora_capitata_HIv3___RNAseq.g22934.t1	Pocillopora_acuta_HIv2___RNAseq.g10349.t1	Spis5391
OG0006045	Montipora_capitata_HIv3___RNAseq.g23230.t1	Pocillopora_acuta_HIv2___RNAseq.g21913.t1	Spis12407
OG0006046	Montipora_capitata_HIv3___RNAseq.g22712.t1	Pocillopora_acuta_HIv2___TS.g28413.t2	
OG0006048	Montipora_capitata_HIv3___RNAseq.g20777.t1	Pocillopora_acuta_HIv2___RNAseq.g11091.t1	Spis3107
OG0006051	Montipora_capitata_HIv3___TS.g34999.t1	Pocillopora_acuta_HIv2___RNAseq.g10823.t1	Spis14030
OG0006053	Montipora_capitata_HIv3___RNAseq.g21338.t1a	Pocillopora_acuta_HIv2___RNAseq.g10782.t1	Spis10599
OG0006054	Montipora_capitata_HIv3___RNAseq.g19915.t2	Pocillopora_acuta_HIv2___RNAseq.g26693.t1	Spis5360
OG0006056		Pocillopora_acuta_HIv2___RNAseq.g28250.t1	
OG0006059	Montipora_capitata_HIv3___RNAseq.g35046.t1	Pocillopora_acuta_HIv2___TS.g24127.t1	Spis2679
OG0006060	Montipora_capitata_HIv3___RNAseq.g35120.t1	Pocillopora_acuta_HIv2___RNAseq.g23772.t1	Spis1095
OG0006061	Montipora_capitata_HIv3___RNAseq.g35008.t1	Pocillopora_acuta_HIv2___TS.g31641.t1	Spis1126
OG0006062	Montipora_capitata_HIv3___RNAseq.g35013.t1	Pocillopora_acuta_HIv2___RNAseq.g29151.t1	Spis1197
OG0006063	Montipora_capitata_HIv3___RNAseq.g35577.t1	Pocillopora_acuta_HIv2___TS.g24184.t1c	Spis10104
OG0006064	Montipora_capitata_HIv3___RNAseq.g35326.t1	Pocillopora_acuta_HIv2___RNAseq.g17525.t1	Spis9479
OG0006066	Montipora_capitata_HIv3___TS.g5221.t2	Pocillopora_acuta_HIv2___RNAseq.g22861.t1	Spis1464.t1
OG0006068	Montipora_capitata_HIv3___RNAseq.g35463.t2	Pocillopora_acuta_HIv2___TS.g24593.t1	Spis10348
OG0006069	Montipora_capitata_HIv3___TS.g5461.t1	Pocillopora_acuta_HIv2___RNAseq.g29198.t1c	Spis14083
OG0006071	Montipora_capitata_HIv3___TS.g41951.t2	Pocillopora_acuta_HIv2___RNAseq.g15850.t1	Spis14639
OG0006072	Montipora_capitata_HIv3___RNAseq.g8817.t1	Pocillopora_acuta_HIv2___RNAseq.g16184.t1	Spis18395
OG0006074	Montipora_capitata_HIv3___RNAseq.g9633.t1	Pocillopora_acuta_HIv2___RNAseq.g29594.t1	Spis3486
OG0006075	Montipora_capitata_HIv3___RNAseq.3466_t	Pocillopora_acuta_HIv2___RNAseq.g16236.t1	Spis6801
OG0006077	Montipora_capitata_HIv3___RNAseq.g9441.t2	Pocillopora_acuta_HIv2___RNAseq.g17201.t1	Spis2193.t1
OG0006078	Montipora_capitata_HIv3___TS.g42076.t1	Pocillopora_acuta_HIv2___RNAseq.g26325.t1	Spis10687
OG0006079	Montipora_capitata_HIv3___RNAseq.g9187.t1	Pocillopora_acuta_HIv2___RNAseq.g15828.t3	Spis16169
OG0006080	Montipora_capitata_HIv3___RNAseq.g9661.t1	Pocillopora_acuta_HIv2___RNAseq.g11949.t1	Spis17508
