"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0005577",0.00881972836976095,0.999831569271484,2,3,"fibrinogen complex","CC"
"GO:0032045",0.00916417806723806,0.999303781505477,3,8,"guanyl-nucleotide exchange factor complex","CC"
"GO:0098686",0.00968463327172444,0.999805650578936,2,3,"hippocampal mossy fiber to CA3 synapse","CC"
"GO:1990047",0.00974466398378024,0.999803803360771,2,3,"spindle matrix","CC"
"GO:0045171",0.00987579059445892,0.997163197856034,8,51,"intercellular bridge","CC"
"GO:0045172",0.0100024525918513,0.998187116480008,5,23,"germline ring canal","CC"
"GO:0032937",0.0102534334432907,0.999787901474343,2,3,"SREBP-SCAP-Insig complex","CC"
"GO:0032585",0.0103081751364235,0.999786164447802,2,3,"multivesicular body membrane","CC"
"GO:0071819",0.0105736533493111,0.999777669499972,2,3,"DUBm complex","CC"
"GO:1905368",0.0108429293491088,0.996274351887669,10,73,"peptidase complex","CC"
"GO:0071944",0.011972704988166,0.990518799443094,166,2361,"cell periphery","CC"
"GO:0032420",0.014215004814481,0.996059723245759,7,44,"stereocilium","CC"
"GO:0030424",0.0144995521551187,0.990654212108394,44,526,"axon","CC"
"GO:0030689",0.0177385578487783,0.999310103011151,2,4,"Noc complex","CC"
"GO:0070390",0.0197140210457915,0.999188375560266,2,4,"transcription export complex 2","CC"
"GO:0031234",0.0209310216514861,0.992482861936294,9,69,"extrinsic component of cytoplasmic side of plasma membrane","CC"
"GO:0005801",0.0237038963333483,0.993508306652696,6,38,"cis-Golgi network","CC"
"GO:0098562",0.0242539556717555,0.986995976221905,20,208,"cytoplasmic side of membrane","CC"
"GO:0031045",0.0245636205900331,0.997000458435691,3,11,"dense core granule","CC"
"GO:0000502",0.0246987802239355,0.992279330410893,7,49,"proteasome complex","CC"
"GO:1905369",0.0273500407036237,0.991255400617923,7,50,"endopeptidase complex","CC"
"GO:0098858",0.0280307836036319,0.987127960471937,13,121,"actin-based cell projection","CC"
"GO:0043296",0.0284003882549937,0.987945482751433,11,97,"apical junction complex","CC"
"GO:0030662",0.028658935457291,0.986798714101259,13,121,"coated vesicle membrane","CC"
"GO:0035580",0.02897459076457,0.991652559466212,6,40,"specific granule lumen","CC"
"GO:0009898",0.0299218976701648,0.9845080938334,17,173,"cytoplasmic side of plasma membrane","CC"
"GO:0005726",0.0310590532426135,0.99810915188236,2,5,"perichromatin fibrils","CC"
"GO:0017101",0.0332913470009489,0.993202957721944,4,21,"aminoacyl-tRNA synthetase multienzyme complex","CC"
"GO:0035577",0.0349104370820581,0.990951597429945,5,31,"azurophil granule membrane","CC"
"GO:0032421",0.0362901705145332,0.987636613962449,7,53,"stereocilium bundle","CC"
"GO:0098552",0.0364618490669483,0.977650103837726,27,315,"side of membrane","CC"
"GO:0019897",0.0365001921280242,0.983185989064411,12,113,"extrinsic component of plasma membrane","CC"
"GO:0016529",0.0388509376034029,0.989605184597186,5,32,"sarcoplasmic reticulum","CC"
"GO:0097381",0.0434833657292713,0.996546499131264,2,6,"photoreceptor disc membrane","CC"
"GO:0031093",0.043607924422553,0.990191400269476,4,23,"platelet alpha granule lumen","CC"
"GO:0090443",0.0438625115773718,0.996499536389686,2,6,"FAR/SIN/STRIPAK complex","CC"
"GO:0005811",0.044637779772201,0.981526206325398,9,79,"lipid droplet","CC"
"GO:1902555",0.0455720421074279,0.989602915035082,4,23,"endoribonuclease complex","CC"
"GO:1905348",0.0455720421074279,0.989602915035082,4,23,"endonuclease complex","CC"
"GO:0000172",0.0458682168856401,0.996247207985213,2,6,"ribonuclease MRP complex","CC"
"GO:0043005",0.0459533829560395,0.965522222935613,68,931,"neuron projection","CC"
"GO:0070160",0.04693632964639,0.981611936985514,8,68,"tight junction","CC"
"GO:0098791",0.0476089360789481,0.967810153099346,37,467,"Golgi apparatus subcompartment","CC"
"GO:1902936",0.000590564998911965,0.999824938653036,14,87,"phosphatidylinositol bisphosphate binding","MF"
"GO:0051021",0.0006393491187517,0.999926240880131,6,19,"GDP-dissociation inhibitor binding","MF"
"GO:0019210",0.000834405888796665,0.999806352450013,10,52,"kinase inhibitor activity","MF"
"GO:0004860",0.00132007899491296,0.999703474371921,9,46,"protein kinase inhibitor activity","MF"
"GO:0043168",0.00265664726974096,0.99819840701781,83,1025,"anion binding","MF"
"GO:0004819",0.00297498016794757,0.999743081801365,4,11,"glutamine-tRNA ligase activity","MF"
"GO:0004857",0.00304171384408853,0.998643613244101,21,183,"enzyme inhibitor activity","MF"
"GO:0008409",0.00439712684389668,0.999369092926994,5,19,"5'-3' exonuclease activity","MF"
"GO:1901981",0.00456769078710258,0.998149305934057,16,130,"phosphatidylinositol phosphate binding","MF"
"GO:0005546",0.00592523082792809,0.998150652632558,10,67,"phosphatidylinositol-4,5-bisphosphate binding","MF"
"GO:0050811",0.0092241662994515,0.999297519788571,3,8,"GABA receptor binding","MF"
"GO:0019904",0.00928109211901558,0.994152208921599,45,526,"protein domain specific binding","MF"
"GO:0005543",0.00991721626726797,0.994652665411016,26,268,"phospholipid binding","MF"
"GO:0001147",0.0100523673429696,0.999794238328072,2,3,"transcription termination site sequence-specific DNA binding","MF"
"GO:0016532",0.0104586895535058,0.999781362594565,2,3,"superoxide dismutase copper chaperone activity","MF"
"GO:0005118",0.0105600544838931,0.999778107493533,2,3,"sevenless binding","MF"
"GO:0030145",0.0116436728225164,0.996909666097487,7,42,"manganese ion binding","MF"
"GO:0031490",0.0125408788564779,0.996229858705728,8,53,"chromatin DNA binding","MF"
"GO:0035091",0.0128906314529561,0.993806234321129,18,170,"phosphatidylinositol binding","MF"
"GO:0016722",0.0134320699980323,0.998769709442823,3,9,"oxidoreductase activity, acting on metal ions","MF"
"GO:0035312",0.0137023273821375,0.998735482463164,3,9,"5'-3' exodeoxyribonuclease activity","MF"
"GO:0016597",0.0156345051832374,0.995095399916189,8,55,"amino acid binding","MF"
"GO:0097153",0.0180524695243768,0.999291236873985,2,4,"cysteine-type endopeptidase activity involved in apoptotic process","MF"
"GO:0097200",0.0180524695243768,0.999291236873985,2,4,"cysteine-type endopeptidase activity involved in execution phase of apoptosis","MF"
"GO:0005507",0.0188246741497631,0.993874952591767,8,57,"copper ion binding","MF"
"GO:0030911",0.0191305298625883,0.999225067306655,2,4,"TPR domain binding","MF"
"GO:0070137",0.019191582799448,0.999221256768736,2,4,"ubiquitin-like protein-specific endopeptidase activity","MF"
"GO:0070139",0.019191582799448,0.999221256768736,2,4,"SUMO-specific endopeptidase activity","MF"
"GO:0016723",0.0196234983019316,0.999194107895821,2,4,"oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor","MF"
"GO:0008191",0.0199336724458787,0.999174405457769,2,4,"metalloendopeptidase inhibitor activity","MF"
"GO:0016841",0.0200418318792399,0.999167494870266,2,4,"ammonia-lyase activity","MF"
"GO:0034722",0.020098495535045,0.999163866201745,2,4,"gamma-glutamyl-peptidase activity","MF"
"GO:0015141",0.020331624845577,0.99914887715338,2,4,"succinate transmembrane transporter activity","MF"
"GO:0031406",0.0223698087604899,0.989384781299672,15,142,"carboxylic acid binding","MF"
"GO:0004527",0.0229853811386949,0.991603552082785,9,70,"exonuclease activity","MF"
"GO:0016595",0.0234361400915148,0.995770003079468,4,19,"glutamate binding","MF"
"GO:0043177",0.023676812960207,0.98868163490782,15,143,"organic acid binding","MF"
"GO:0032794",0.0290284342685381,0.991633428812842,6,40,"GTPase activating protein binding","MF"
"GO:0043167",0.0301762355813195,0.976240334924762,116,1643,"ion binding","MF"
"GO:0016929",0.0308646421225402,0.998127442274284,2,5,"deSUMOylase activity","MF"
"GO:0005234",0.0311074474573825,0.995753166311375,3,12,"extracellularly glutamate-gated ion channel activity","MF"
"GO:0008068",0.0311074474573825,0.995753166311375,3,12,"extracellularly glutamate-gated chloride channel activity","MF"
"GO:0004534",0.0315224698099799,0.998065291659918,2,5,"5'-3' exoribonuclease activity","MF"
"GO:0042731",0.0315416283759925,0.998063470479923,2,5,"PH domain binding","MF"
"GO:1990841",0.0315649991854332,0.992061429297178,5,30,"promoter-specific chromatin binding","MF"
"GO:0004869",0.0328534148861136,0.993320332699708,4,21,"cysteine-type endopeptidase inhibitor activity","MF"
"GO:0004518",0.0328909259619626,0.983159645673489,16,162,"nuclease activity","MF"
"GO:0034450",0.0380380579999353,0.994289033660184,3,13,"ubiquitin-ubiquitin ligase activity","MF"
"GO:0005201",0.0385446057335742,0.991708761527144,4,22,"extracellular matrix structural constituent","MF"
"GO:0072341",0.0412286536816967,0.984283591878106,8,66,"modified amino acid binding","MF"
"GO:0016717",0.0442959373692617,0.996445562531962,2,6,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water","MF"
"GO:0008289",0.045050438806474,0.970848782619432,31,378,"lipid binding","MF"
"GO:0016891",0.0454686457433726,0.989634116047469,4,23,"endoribonuclease activity, producing 5'-phosphomonoesters","MF"
"GO:0016531",0.0455835940512247,0.996283411580209,2,6,"copper chaperone activity","MF"
"GO:0005166",0.0458001071524816,0.996255883320098,2,6,"neurotrophin p75 receptor binding","MF"
"GO:0030291",0.0458569639199621,0.99248507923475,3,14,"protein serine/threonine kinase inhibitor activity","MF"
"GO:0019215",0.0458890013272562,0.996244559123118,2,6,"intermediate filament binding","MF"
"GO:0035615",0.0465538150706494,0.996159466055198,2,6,"clathrin adaptor activity","MF"
"GO:0019887",0.0465808230724231,0.976937581045199,13,130,"protein kinase regulator activity","MF"
"GO:0070051",0.0482456048193856,1,1,1,"fibrinogen binding","MF"
"GO:0070052",0.0482456048193856,1,1,1,"collagen V binding","MF"
"GO:0019783",0.0486618771951042,0.980797119170153,8,68,"ubiquitin-like protein peptidase activity","MF"
"GO:0052490",0.00327255729184318,1,2,2,NA,NA
"GO:0001047",0.00729529918656714,0.998243711983265,7,39,NA,NA
"GO:0044531",0.00985898784875922,0.999800268408413,2,3,NA,NA
"GO:0052248",0.00985898784875922,0.999800268408413,2,3,NA,NA
"GO:0052433",0.00985898784875922,0.999800268408413,2,3,NA,NA
"GO:0001160",0.0100523673429696,0.999794238328072,2,3,NA,NA
"GO:0050758",0.0102617196494948,0.999787638864731,2,3,NA,NA
"GO:1904455",0.0103011813928963,0.99978638664836,2,3,NA,NA
"GO:2000580",0.0105545436144372,0.999778284900863,2,3,NA,NA
"GO:2000582",0.0105545436144372,0.999778284900863,2,3,NA,NA
"GO:2000576",0.0202256571296539,0.999155702249502,2,4,NA,NA
"GO:0042535",0.0299402241026263,0.998213519580255,2,5,NA,NA
"GO:0070138",0.0308646421225402,0.998127442274284,2,5,NA,NA
"GO:0070140",0.0308646421225402,0.998127442274284,2,5,NA,NA
"GO:0090098",0.0311744728837957,0.998098262366774,2,5,NA,NA
"GO:0018065",0.0378529028880925,0.994327824103768,3,13,NA,NA
"GO:0044431",0.0387535836189361,0.973534768243555,42,532,NA,NA
"GO:0032269",0.039883264195429,0.971785332401989,50,651,NA,NA
"GO:0070122",0.0445232059936329,0.996417138759201,2,6,NA,NA
"GO:0003705",0.0447623215639146,0.980436589996835,10,91,NA,NA
"GO:0060969",0.0448763401106118,0.98981237872664,4,23,NA,NA
"GO:0090097",0.0453115904815347,0.996317887908663,2,6,NA,NA
"GO:2000574",0.0465060358065768,0.996165605230861,2,6,NA,NA
