gene_id,average_length
aten_0.1.m1.14108,1500
aten_0.1.m1.14109,3788
aten_0.1.m1.1411,1516
aten_0.1.m1.14110,2540
aten_0.1.m1.14111,2496
aten_0.1.m1.14112,1483
aten_0.1.m1.14113,573
aten_0.1.m1.14114,689
aten_0.1.m1.14115,6156
aten_0.1.m1.14116,4829
aten_0.1.m1.14117,2466
aten_0.1.m1.14118,2934
aten_0.1.m1.14119,3063
aten_0.1.m1.1412,2143
aten_0.1.m1.14120,2122
aten_0.1.m1.14121,3252
aten_0.1.m1.14122,3200
aten_0.1.m1.14123,312
aten_0.1.m1.14124,2224
aten_0.1.m1.14125,1029
aten_0.1.m1.14126,2781
aten_0.1.m1.14127,2897
aten_0.1.m1.14128,2241
aten_0.1.m1.14129,912
aten_0.1.m1.1413,1850
aten_0.1.m1.14130,2951
aten_0.1.m1.14131,2374
aten_0.1.m1.14132,3036
aten_0.1.m1.14134,656
aten_0.1.m1.14135,990
aten_0.1.m1.14136,1008
aten_0.1.m1.14137,1115
aten_0.1.m1.14138,1149
aten_0.1.m1.14139,1340
aten_0.1.m1.1414,633
aten_0.1.m1.14140,747
aten_0.1.m1.14141,516
aten_0.1.m1.14142,246
aten_0.1.m1.14143,2314
aten_0.1.m1.14144,1456
aten_0.1.m1.14145,917
aten_0.1.m1.14147,501
aten_0.1.m1.14148,381
aten_0.1.m1.14149,474
aten_0.1.m1.1415,1648
aten_0.1.m1.14150,7958
aten_0.1.m1.14151,4020
aten_0.1.m1.14152,2470
aten_0.1.m1.14153,2559
aten_0.1.m1.14154,4235
aten_0.1.m1.14155,1381
aten_0.1.m1.14156,4123
aten_0.1.m1.14157,4171
aten_0.1.m1.14158,889
aten_0.1.m1.14159,1711
aten_0.1.m1.1416,1178
aten_0.1.m1.14160,626
aten_0.1.m1.14162,816
aten_0.1.m1.14163,1502
aten_0.1.m1.14164,433
aten_0.1.m1.14165,3501
aten_0.1.m1.14166,235
aten_0.1.m1.14167,3676
aten_0.1.m1.14168,4857
aten_0.1.m1.1417,759
aten_0.1.m1.14170,5564
aten_0.1.m1.14171,2195
aten_0.1.m1.14172,4350
aten_0.1.m1.14173,4596
aten_0.1.m1.14174,4344
aten_0.1.m1.14175,2207
aten_0.1.m1.14176,6777
aten_0.1.m1.14177,5698
aten_0.1.m1.14178,1005
aten_0.1.m1.14179,6675
aten_0.1.m1.1418,1603
aten_0.1.m1.14180,976
aten_0.1.m1.14181,1531
aten_0.1.m1.14183,5199
aten_0.1.m1.14185,5096
aten_0.1.m1.14186,4115
aten_0.1.m1.14189,2753
aten_0.1.m1.14190,3365
aten_0.1.m1.14191,6313
aten_0.1.m1.14192,1161
aten_0.1.m1.14193,1299
aten_0.1.m1.14195,3471
aten_0.1.m1.14196,2547
aten_0.1.m1.14197,2285
aten_0.1.m1.14198,2580
aten_0.1.m1.14199,1474
aten_0.1.m1.1420,519
aten_0.1.m1.14200,1341
aten_0.1.m1.14201,949
aten_0.1.m1.14202,1090
aten_0.1.m1.14203,3408
aten_0.1.m1.14204,3474
aten_0.1.m1.14205,1332
aten_0.1.m1.14206,553
aten_0.1.m1.14207,699
aten_0.1.m1.14208,3724
aten_0.1.m1.14209,2262
aten_0.1.m1.1421,309
aten_0.1.m1.14210,3207
aten_0.1.m1.14211,1884
aten_0.1.m1.14212,3034
aten_0.1.m1.14213,7883
aten_0.1.m1.14214,399
aten_0.1.m1.14215,2715
aten_0.1.m1.14216,1224
aten_0.1.m1.14217,711
aten_0.1.m1.14218,3085
aten_0.1.m1.14219,5738
aten_0.1.m1.1422,246
aten_0.1.m1.14220,3327
aten_0.1.m1.14221,2665
aten_0.1.m1.14222,2058
aten_0.1.m1.14223,4556
aten_0.1.m1.14224,4131
aten_0.1.m1.14225,862
aten_0.1.m1.14226,3252
aten_0.1.m1.14227,2985
aten_0.1.m1.14228,954
aten_0.1.m1.14229,900
aten_0.1.m1.1423,2053
aten_0.1.m1.14230,4312
aten_0.1.m1.14231,1806
aten_0.1.m1.14232,2241
aten_0.1.m1.14233,255
aten_0.1.m1.14234,2366
aten_0.1.m1.14235,1334
aten_0.1.m1.14236,3318
aten_0.1.m1.14237,3047
aten_0.1.m1.14238,5497
aten_0.1.m1.14239,2415
aten_0.1.m1.14240,1990
aten_0.1.m1.14241,2517
aten_0.1.m1.14242,2760
aten_0.1.m1.14243,631
aten_0.1.m1.14244,2616
aten_0.1.m1.14245,2829
aten_0.1.m1.14246,1344
aten_0.1.m1.14247,261
aten_0.1.m1.14249,477
aten_0.1.m1.1425,4114
aten_0.1.m1.14250,1522
aten_0.1.m1.14251,3752
aten_0.1.m1.14252,2757
aten_0.1.m1.14253,2490
aten_0.1.m1.14254,372
aten_0.1.m1.14257,1296
aten_0.1.m1.14258,1419
aten_0.1.m1.14259,3339
aten_0.1.m1.1426,1984
aten_0.1.m1.14260,3261
aten_0.1.m1.14261,627
aten_0.1.m1.14262,4024
aten_0.1.m1.14263,3287
aten_0.1.m1.14264,1428
aten_0.1.m1.14265,2425
aten_0.1.m1.14266,790
aten_0.1.m1.14267,1381
aten_0.1.m1.14268,1813
aten_0.1.m1.14269,4161
aten_0.1.m1.1427,6003
aten_0.1.m1.14270,621
aten_0.1.m1.14271,657
aten_0.1.m1.14272,522
aten_0.1.m1.14273,550
aten_0.1.m1.14274,3602
aten_0.1.m1.14275,1242
aten_0.1.m1.14279,2856
aten_0.1.m1.1428,1958
aten_0.1.m1.14280,8652
aten_0.1.m1.14281,1817
aten_0.1.m1.14282,2241
aten_0.1.m1.14283,2235
aten_0.1.m1.14284,2063
aten_0.1.m1.14286,7407
aten_0.1.m1.14287,3725
aten_0.1.m1.14288,1454
aten_0.1.m1.14289,366
aten_0.1.m1.1429,1858
aten_0.1.m1.14290,4444
aten_0.1.m1.14291,4374
aten_0.1.m1.14292,1771
aten_0.1.m1.14293,288
aten_0.1.m1.14294,5295
aten_0.1.m1.14295,2276
aten_0.1.m1.14296,1293
aten_0.1.m1.14297,2114
aten_0.1.m1.14298,3010
aten_0.1.m1.143,6044
aten_0.1.m1.1430,2361
aten_0.1.m1.14300,4896
aten_0.1.m1.14301,2044
aten_0.1.m1.14302,324
aten_0.1.m1.14303,5188
aten_0.1.m1.14304,1815
aten_0.1.m1.14305,3799
aten_0.1.m1.14306,1539
aten_0.1.m1.14307,5642
aten_0.1.m1.14309,583
aten_0.1.m1.1431,597
aten_0.1.m1.14310,3003
aten_0.1.m1.14311,413
aten_0.1.m1.14312,1884
aten_0.1.m1.14314,641
aten_0.1.m1.14315,565
aten_0.1.m1.14317,3517
aten_0.1.m1.14318,2212
aten_0.1.m1.14319,1786
aten_0.1.m1.1432,2554
aten_0.1.m1.14320,681
aten_0.1.m1.14321,2301
aten_0.1.m1.14322,3571
aten_0.1.m1.14323,4076
aten_0.1.m1.14324,9351
aten_0.1.m1.14325,2166
aten_0.1.m1.14326,1491
aten_0.1.m1.14327,2968
aten_0.1.m1.14328,1709
aten_0.1.m1.14329,1240
aten_0.1.m1.1433,1527
aten_0.1.m1.14330,5235
aten_0.1.m1.14331,2401
aten_0.1.m1.14332,720
aten_0.1.m1.14333,3067
aten_0.1.m1.14334,2933
aten_0.1.m1.14335,1815
aten_0.1.m1.14336,2820
aten_0.1.m1.14337,2820
aten_0.1.m1.14338,2820
aten_0.1.m1.14339,2968
aten_0.1.m1.1434,2971
aten_0.1.m1.14340,4881
aten_0.1.m1.14341,2526
aten_0.1.m1.14345,1235
aten_0.1.m1.14347,2835
aten_0.1.m1.14348,2832
aten_0.1.m1.14349,1671
aten_0.1.m1.1435,1922
aten_0.1.m1.14350,7154
aten_0.1.m1.14351,615
aten_0.1.m1.14352,489
aten_0.1.m1.14353,1102
aten_0.1.m1.14354,1006
aten_0.1.m1.14356,2928
aten_0.1.m1.14357,1359
aten_0.1.m1.14359,3949
aten_0.1.m1.1436,1248
aten_0.1.m1.14360,990
aten_0.1.m1.14361,2392
aten_0.1.m1.14362,1790
aten_0.1.m1.14363,3730
aten_0.1.m1.14364,1362
aten_0.1.m1.14365,3624
aten_0.1.m1.14366,2502
aten_0.1.m1.14367,3825
aten_0.1.m1.14368,2497
aten_0.1.m1.14369,2100
aten_0.1.m1.1437,3325
aten_0.1.m1.14370,804
aten_0.1.m1.14371,822
aten_0.1.m1.14373,1224
aten_0.1.m1.14374,377
aten_0.1.m1.14375,2546
aten_0.1.m1.14376,1437
aten_0.1.m1.14377,1308
aten_0.1.m1.14378,441
aten_0.1.m1.14379,1749
aten_0.1.m1.1438,522
aten_0.1.m1.14380,477
aten_0.1.m1.14381,1203
aten_0.1.m1.14382,900
aten_0.1.m1.14383,2199
aten_0.1.m1.14386,3052
aten_0.1.m1.14387,1475
aten_0.1.m1.14388,1450
aten_0.1.m1.14389,2051
aten_0.1.m1.1439,4502
aten_0.1.m1.14390,1191
aten_0.1.m1.14391,3480
aten_0.1.m1.14392,408
aten_0.1.m1.14393,3343
aten_0.1.m1.14394,4059
aten_0.1.m1.14395,1724
aten_0.1.m1.14396,1394
aten_0.1.m1.14397,2643
aten_0.1.m1.14398,1806
aten_0.1.m1.144,1765
aten_0.1.m1.1440,4065
aten_0.1.m1.14401,786
aten_0.1.m1.14402,4779
aten_0.1.m1.14403,1662
aten_0.1.m1.14404,2409
aten_0.1.m1.14405,2284
aten_0.1.m1.14406,1425
aten_0.1.m1.14407,591
aten_0.1.m1.14408,6813
aten_0.1.m1.14409,640
aten_0.1.m1.1441,3579
aten_0.1.m1.14410,1197
aten_0.1.m1.14411,2377
aten_0.1.m1.14412,3657
aten_0.1.m1.14413,2976
aten_0.1.m1.14414,927
aten_0.1.m1.14415,2931
aten_0.1.m1.14416,3959
aten_0.1.m1.14417,1603
aten_0.1.m1.14418,1729
aten_0.1.m1.14419,2056
aten_0.1.m1.14420,3625
aten_0.1.m1.14421,2175
aten_0.1.m1.14422,3729
aten_0.1.m1.14423,2204
aten_0.1.m1.14424,1197
aten_0.1.m1.14427,3299
aten_0.1.m1.14428,5386
aten_0.1.m1.14429,1820
aten_0.1.m1.1443,1236
aten_0.1.m1.14430,1925
aten_0.1.m1.14431,1232
aten_0.1.m1.14432,2942
aten_0.1.m1.14433,4470
aten_0.1.m1.14434,1948
aten_0.1.m1.14435,2133
aten_0.1.m1.14436,3450
aten_0.1.m1.14437,2120
aten_0.1.m1.14438,6189
aten_0.1.m1.14439,5038
aten_0.1.m1.1444,2308
aten_0.1.m1.14440,2310
aten_0.1.m1.14441,551
aten_0.1.m1.14442,12749
aten_0.1.m1.14443,3367
aten_0.1.m1.14444,2561
aten_0.1.m1.14445,2134
aten_0.1.m1.14446,2663
aten_0.1.m1.14447,2794
aten_0.1.m1.14448,2666
aten_0.1.m1.14449,4113
aten_0.1.m1.1445,1858
aten_0.1.m1.14451,2766
aten_0.1.m1.14452,681
aten_0.1.m1.14453,2308
aten_0.1.m1.14454,1211
aten_0.1.m1.14455,570
aten_0.1.m1.14456,6276
aten_0.1.m1.14457,579
aten_0.1.m1.14458,3736
aten_0.1.m1.14459,3722
aten_0.1.m1.1446,825
aten_0.1.m1.14461,633
aten_0.1.m1.14463,2229
aten_0.1.m1.14464,1154
aten_0.1.m1.14465,2208
aten_0.1.m1.14466,3651
aten_0.1.m1.14467,1302
aten_0.1.m1.14468,879
aten_0.1.m1.1447,1216
aten_0.1.m1.14470,1519
aten_0.1.m1.14471,897
aten_0.1.m1.14472,11137
aten_0.1.m1.14473,797
aten_0.1.m1.14474,1236
aten_0.1.m1.14475,2232
aten_0.1.m1.14477,2343
aten_0.1.m1.14478,1148
aten_0.1.m1.14479,799
aten_0.1.m1.1448,5929
aten_0.1.m1.14480,2944
aten_0.1.m1.14481,3081
aten_0.1.m1.14482,3864
aten_0.1.m1.14484,976
aten_0.1.m1.14485,1991
aten_0.1.m1.14486,3657
aten_0.1.m1.14487,1624
aten_0.1.m1.14488,958
aten_0.1.m1.14489,2231
aten_0.1.m1.1449,3308
aten_0.1.m1.14490,237
aten_0.1.m1.14492,414
aten_0.1.m1.14493,1959
aten_0.1.m1.14494,2653
aten_0.1.m1.14495,2174
aten_0.1.m1.14496,422
aten_0.1.m1.14498,1419
aten_0.1.m1.14499,5034
aten_0.1.m1.145,5289
aten_0.1.m1.14501,943
aten_0.1.m1.14502,1851
aten_0.1.m1.14503,8845
aten_0.1.m1.14504,1446
aten_0.1.m1.14505,720
aten_0.1.m1.14507,426
aten_0.1.m1.14509,894
aten_0.1.m1.1451,3473
aten_0.1.m1.14511,792
aten_0.1.m1.14512,1183
aten_0.1.m1.14513,354
aten_0.1.m1.14514,411
aten_0.1.m1.14515,1248
aten_0.1.m1.14516,1863
aten_0.1.m1.14517,1032
aten_0.1.m1.14519,2185
aten_0.1.m1.1452,1559
aten_0.1.m1.14520,1516
aten_0.1.m1.14521,1260
aten_0.1.m1.14523,501
aten_0.1.m1.14525,708
aten_0.1.m1.14526,7016
aten_0.1.m1.14527,544
aten_0.1.m1.14528,997
aten_0.1.m1.1453,6141
aten_0.1.m1.14530,969
aten_0.1.m1.14531,4605
aten_0.1.m1.14532,339
aten_0.1.m1.14533,5172
aten_0.1.m1.14535,1845
aten_0.1.m1.14536,1233
aten_0.1.m1.14537,2282
aten_0.1.m1.14538,9800
aten_0.1.m1.14539,2094
aten_0.1.m1.1454,3273
aten_0.1.m1.14540,4421
aten_0.1.m1.14541,904
aten_0.1.m1.14542,960
aten_0.1.m1.14543,1282
aten_0.1.m1.14545,5770
aten_0.1.m1.14546,896
aten_0.1.m1.14548,4724
aten_0.1.m1.14549,5086
aten_0.1.m1.1455,4332
aten_0.1.m1.14550,714
aten_0.1.m1.14551,657
aten_0.1.m1.14552,243
aten_0.1.m1.14553,685
aten_0.1.m1.14554,696
aten_0.1.m1.14556,2931
aten_0.1.m1.14558,1315
aten_0.1.m1.14559,1038
aten_0.1.m1.14560,432
aten_0.1.m1.14562,813
aten_0.1.m1.14563,1378
aten_0.1.m1.14564,1538
aten_0.1.m1.14565,2849
aten_0.1.m1.14566,4711
aten_0.1.m1.14568,1965
aten_0.1.m1.14569,1963
aten_0.1.m1.1457,1745
aten_0.1.m1.14570,1701
aten_0.1.m1.14571,423
aten_0.1.m1.14572,6021
aten_0.1.m1.14573,25189
aten_0.1.m1.14575,1012
aten_0.1.m1.14577,787
aten_0.1.m1.14578,3590
aten_0.1.m1.14579,4032
aten_0.1.m1.1458,2174
aten_0.1.m1.14580,3466
aten_0.1.m1.14581,3150
aten_0.1.m1.14582,2364
aten_0.1.m1.14583,888
aten_0.1.m1.14584,900
aten_0.1.m1.14585,912
aten_0.1.m1.14586,357
aten_0.1.m1.14587,444
aten_0.1.m1.14588,408
aten_0.1.m1.14589,972
aten_0.1.m1.1459,1085
aten_0.1.m1.14592,1029
aten_0.1.m1.14593,605
aten_0.1.m1.14594,228
aten_0.1.m1.14599,690
aten_0.1.m1.146,5133
aten_0.1.m1.1460,1924
aten_0.1.m1.14600,870
aten_0.1.m1.14601,261
aten_0.1.m1.14602,897
aten_0.1.m1.14605,582
aten_0.1.m1.14606,780
aten_0.1.m1.14607,537
aten_0.1.m1.14608,324
aten_0.1.m1.14609,324
aten_0.1.m1.1461,2441
aten_0.1.m1.14610,573
aten_0.1.m1.14611,606
aten_0.1.m1.14614,918
aten_0.1.m1.14615,846
aten_0.1.m1.14616,669
aten_0.1.m1.14618,657
aten_0.1.m1.14619,645
aten_0.1.m1.1462,1569
aten_0.1.m1.14622,2178
aten_0.1.m1.14625,228
aten_0.1.m1.14626,303
aten_0.1.m1.14628,756
aten_0.1.m1.14629,867
aten_0.1.m1.1463,2430
aten_0.1.m1.14630,1116
aten_0.1.m1.14632,858
aten_0.1.m1.14633,690
aten_0.1.m1.1464,2284
aten_0.1.m1.14640,903
aten_0.1.m1.14643,594
aten_0.1.m1.14645,633
aten_0.1.m1.14646,907
aten_0.1.m1.14647,909
aten_0.1.m1.14649,723
aten_0.1.m1.1465,1769
aten_0.1.m1.14650,1494
aten_0.1.m1.14651,1962
aten_0.1.m1.14655,1965
aten_0.1.m1.14656,1674
aten_0.1.m1.14657,1827
aten_0.1.m1.14658,642
aten_0.1.m1.14659,321
aten_0.1.m1.14660,3369
aten_0.1.m1.14662,1110
aten_0.1.m1.14663,2559
aten_0.1.m1.14664,810
aten_0.1.m1.14666,789
aten_0.1.m1.14667,1130
aten_0.1.m1.14668,705
aten_0.1.m1.1467,1125
aten_0.1.m1.14670,876
aten_0.1.m1.14672,813
aten_0.1.m1.14673,1890
aten_0.1.m1.14674,708
aten_0.1.m1.14675,930
aten_0.1.m1.14676,681
aten_0.1.m1.14677,4354
aten_0.1.m1.14678,2153
aten_0.1.m1.14679,3304
aten_0.1.m1.1468,4405
aten_0.1.m1.14680,2142
aten_0.1.m1.14681,3440
aten_0.1.m1.14682,346
aten_0.1.m1.14683,576
aten_0.1.m1.14684,411
aten_0.1.m1.14686,612
aten_0.1.m1.14687,849
aten_0.1.m1.14688,654
aten_0.1.m1.1469,2732
aten_0.1.m1.14691,339
aten_0.1.m1.14692,936
aten_0.1.m1.14694,3404
aten_0.1.m1.14695,429
aten_0.1.m1.14697,916
aten_0.1.m1.14698,672
aten_0.1.m1.14699,1414
aten_0.1.m1.1470,1681
aten_0.1.m1.14701,663
aten_0.1.m1.14702,1617
aten_0.1.m1.14704,1370
aten_0.1.m1.14705,4725
aten_0.1.m1.14706,2475
aten_0.1.m1.14707,2483
aten_0.1.m1.14708,1964
aten_0.1.m1.14709,1747
aten_0.1.m1.1471,2080
aten_0.1.m1.14710,3073
aten_0.1.m1.14711,3113
aten_0.1.m1.14713,1950
aten_0.1.m1.14714,579
aten_0.1.m1.14715,5341
aten_0.1.m1.14716,5219
aten_0.1.m1.14717,1979
aten_0.1.m1.14718,2255
aten_0.1.m1.14719,426
aten_0.1.m1.1472,2523
aten_0.1.m1.14721,3238
aten_0.1.m1.14722,5157
aten_0.1.m1.14723,1368
aten_0.1.m1.14725,480
aten_0.1.m1.14726,480
aten_0.1.m1.14727,1036
aten_0.1.m1.14728,1965
aten_0.1.m1.14729,480
aten_0.1.m1.14731,5701
aten_0.1.m1.14732,666
aten_0.1.m1.14733,1793
aten_0.1.m1.14734,3564
aten_0.1.m1.14735,1917
aten_0.1.m1.14736,963
aten_0.1.m1.14737,510
aten_0.1.m1.14738,1702
aten_0.1.m1.14739,1457
aten_0.1.m1.1474,2845
aten_0.1.m1.14740,1314
aten_0.1.m1.14741,1654
aten_0.1.m1.14743,3792
aten_0.1.m1.14744,768
aten_0.1.m1.14746,2715
aten_0.1.m1.14747,3777
aten_0.1.m1.14748,670
aten_0.1.m1.14749,5082
aten_0.1.m1.1475,2391
aten_0.1.m1.14750,492
aten_0.1.m1.14751,3193
aten_0.1.m1.14752,351
aten_0.1.m1.14753,252
aten_0.1.m1.14754,1924
aten_0.1.m1.14755,2012
aten_0.1.m1.14756,1950
aten_0.1.m1.14757,1972
aten_0.1.m1.14758,2521
aten_0.1.m1.14759,514
aten_0.1.m1.1476,3019
aten_0.1.m1.14760,183
aten_0.1.m1.14762,27076
aten_0.1.m1.14763,521
aten_0.1.m1.14764,1757
aten_0.1.m1.14765,861
aten_0.1.m1.14768,1044
aten_0.1.m1.1477,2260
aten_0.1.m1.14772,2685
aten_0.1.m1.14773,474
aten_0.1.m1.14776,3349
aten_0.1.m1.1478,2476
aten_0.1.m1.14780,1721
aten_0.1.m1.14781,474
aten_0.1.m1.14784,2835
aten_0.1.m1.14785,3106
aten_0.1.m1.14786,2313
aten_0.1.m1.14787,3731
aten_0.1.m1.14788,2462
aten_0.1.m1.1479,3692
aten_0.1.m1.14790,1298
aten_0.1.m1.14791,1104
aten_0.1.m1.14792,2633
aten_0.1.m1.14793,2671
aten_0.1.m1.14794,2627
aten_0.1.m1.14796,3325
aten_0.1.m1.14798,4979
aten_0.1.m1.14799,2187
aten_0.1.m1.14800,2723
aten_0.1.m1.14801,8064
aten_0.1.m1.14802,1757
aten_0.1.m1.14803,1505
aten_0.1.m1.14804,2002
aten_0.1.m1.14805,2337
aten_0.1.m1.14806,1342
aten_0.1.m1.14807,1302
aten_0.1.m1.14808,2076
aten_0.1.m1.14809,6940
aten_0.1.m1.1481,2225
aten_0.1.m1.14810,1731
aten_0.1.m1.14811,5878
aten_0.1.m1.14812,1959
aten_0.1.m1.14814,2153
aten_0.1.m1.14815,3393
aten_0.1.m1.14816,7568
aten_0.1.m1.14819,13749
aten_0.1.m1.1482,750
aten_0.1.m1.14820,1720
aten_0.1.m1.14821,2109
aten_0.1.m1.14822,3079
aten_0.1.m1.14823,2079
aten_0.1.m1.14824,3671
aten_0.1.m1.14825,1740
aten_0.1.m1.14826,901
aten_0.1.m1.14827,291
aten_0.1.m1.14828,836
aten_0.1.m1.1483,1724
aten_0.1.m1.14833,6505
aten_0.1.m1.14834,4230
aten_0.1.m1.14835,189
aten_0.1.m1.14836,1419
aten_0.1.m1.14837,1105
aten_0.1.m1.14839,654
aten_0.1.m1.1484,4450
aten_0.1.m1.14840,501
aten_0.1.m1.14841,5832
aten_0.1.m1.14842,10533
aten_0.1.m1.14843,2961
aten_0.1.m1.14844,2913
aten_0.1.m1.14845,675
aten_0.1.m1.14846,3147
aten_0.1.m1.14847,10246
aten_0.1.m1.14848,3339
aten_0.1.m1.14849,997
aten_0.1.m1.1485,4110
aten_0.1.m1.14850,5266
aten_0.1.m1.14851,1153
aten_0.1.m1.14852,354
aten_0.1.m1.14853,1631
aten_0.1.m1.14854,1955
aten_0.1.m1.14855,2758
aten_0.1.m1.14856,904
aten_0.1.m1.14857,2467
aten_0.1.m1.14858,7750
aten_0.1.m1.14859,3119
aten_0.1.m1.1486,2730
aten_0.1.m1.14860,1582
aten_0.1.m1.14861,5893
aten_0.1.m1.14862,1482
aten_0.1.m1.14863,3736
aten_0.1.m1.14864,1061
aten_0.1.m1.14865,2283
aten_0.1.m1.14866,5299
aten_0.1.m1.14867,3125
aten_0.1.m1.14868,2096
aten_0.1.m1.14869,2068
aten_0.1.m1.1487,831
aten_0.1.m1.14870,1621
aten_0.1.m1.14872,3217
aten_0.1.m1.14873,2565
aten_0.1.m1.14874,2328
aten_0.1.m1.14875,3742
aten_0.1.m1.14876,207
aten_0.1.m1.14877,1194
aten_0.1.m1.14878,3331
aten_0.1.m1.14879,2244
aten_0.1.m1.1488,1095
aten_0.1.m1.14880,3202
aten_0.1.m1.14881,1669
aten_0.1.m1.14882,1825
aten_0.1.m1.14883,2792
aten_0.1.m1.14884,2518
aten_0.1.m1.14885,2403
aten_0.1.m1.14886,1114
aten_0.1.m1.14887,3526
aten_0.1.m1.14888,1218
aten_0.1.m1.14889,12611
aten_0.1.m1.14890,5844
aten_0.1.m1.14891,1102
aten_0.1.m1.14892,4451
aten_0.1.m1.14893,1972
aten_0.1.m1.14894,2611
aten_0.1.m1.14896,2552
aten_0.1.m1.14897,5663
aten_0.1.m1.14898,3441
aten_0.1.m1.14899,3308
aten_0.1.m1.149,1484
aten_0.1.m1.1490,993
aten_0.1.m1.14901,1116
aten_0.1.m1.14902,1829
aten_0.1.m1.14903,2462
aten_0.1.m1.14904,918
aten_0.1.m1.14905,996
aten_0.1.m1.14906,1448
aten_0.1.m1.14907,664
aten_0.1.m1.14908,456
aten_0.1.m1.14909,3806
aten_0.1.m1.1491,3656
aten_0.1.m1.14910,740
aten_0.1.m1.14911,6404
aten_0.1.m1.14912,5001
aten_0.1.m1.14913,2999
aten_0.1.m1.14914,3894
aten_0.1.m1.14915,2546
aten_0.1.m1.14916,1861
aten_0.1.m1.14917,1265
aten_0.1.m1.14918,3156
aten_0.1.m1.14919,2046
aten_0.1.m1.1492,5425
aten_0.1.m1.14920,2042
aten_0.1.m1.14921,2746
aten_0.1.m1.14922,1280
aten_0.1.m1.14923,2847
aten_0.1.m1.14924,4278
aten_0.1.m1.14925,2210
aten_0.1.m1.14926,4037
aten_0.1.m1.14927,828
aten_0.1.m1.14928,5152
aten_0.1.m1.14929,2366
aten_0.1.m1.1493,831
aten_0.1.m1.14930,6725
aten_0.1.m1.14931,4011
aten_0.1.m1.14932,2088
aten_0.1.m1.14933,4328
aten_0.1.m1.14934,777
aten_0.1.m1.14935,3153
aten_0.1.m1.14936,2154
aten_0.1.m1.14937,1691
aten_0.1.m1.14938,3887
aten_0.1.m1.14939,639
aten_0.1.m1.1494,4499
aten_0.1.m1.14940,2620
aten_0.1.m1.14941,1894
aten_0.1.m1.14942,569
aten_0.1.m1.14943,2628
aten_0.1.m1.14944,1131
aten_0.1.m1.14945,2959
aten_0.1.m1.14946,2632
aten_0.1.m1.14947,4685
aten_0.1.m1.14948,5068
aten_0.1.m1.14949,1652
aten_0.1.m1.1495,1500
aten_0.1.m1.14950,5581
aten_0.1.m1.14951,2724
aten_0.1.m1.14952,1848
aten_0.1.m1.14953,3877
aten_0.1.m1.14954,2415
aten_0.1.m1.14955,1346
aten_0.1.m1.14956,1763
aten_0.1.m1.14957,1723
aten_0.1.m1.14958,180
aten_0.1.m1.14959,3388
aten_0.1.m1.1496,4354
aten_0.1.m1.14960,4037
aten_0.1.m1.14961,4330
aten_0.1.m1.14962,3303
aten_0.1.m1.14965,2349
aten_0.1.m1.14966,3382
aten_0.1.m1.14967,494
aten_0.1.m1.14968,5098
aten_0.1.m1.14969,3863
aten_0.1.m1.1497,2600
aten_0.1.m1.14971,1503
aten_0.1.m1.14972,2425
aten_0.1.m1.14973,3834
aten_0.1.m1.14974,598
aten_0.1.m1.14976,2655
aten_0.1.m1.14977,14811
aten_0.1.m1.14979,2143
aten_0.1.m1.1498,2302
aten_0.1.m1.14980,1020
aten_0.1.m1.14981,1203
aten_0.1.m1.14982,1834
aten_0.1.m1.14983,1961
aten_0.1.m1.14984,4450
aten_0.1.m1.14985,1494
aten_0.1.m1.14986,5569
aten_0.1.m1.14987,5453
aten_0.1.m1.1499,3210
aten_0.1.m1.14990,948
aten_0.1.m1.14991,3487
aten_0.1.m1.14992,743
aten_0.1.m1.14993,3495
aten_0.1.m1.14994,1551
aten_0.1.m1.14995,2037
aten_0.1.m1.14997,3580
aten_0.1.m1.14998,429
aten_0.1.m1.14999,3687
aten_0.1.m1.15,4747
aten_0.1.m1.150,4319
aten_0.1.m1.1500,1384
aten_0.1.m1.15000,5961
aten_0.1.m1.15001,3332
aten_0.1.m1.15002,2110
aten_0.1.m1.15003,1474
aten_0.1.m1.15004,2804
aten_0.1.m1.15005,1624
aten_0.1.m1.15007,1826
aten_0.1.m1.15008,1373
aten_0.1.m1.15009,1011
aten_0.1.m1.1501,914
aten_0.1.m1.15010,4004
aten_0.1.m1.15011,1507
aten_0.1.m1.15012,284
aten_0.1.m1.15013,345
aten_0.1.m1.15014,2401
aten_0.1.m1.15015,1212
aten_0.1.m1.15016,2329
aten_0.1.m1.15017,3080
aten_0.1.m1.15018,1044
aten_0.1.m1.15019,2236
aten_0.1.m1.1502,3431
aten_0.1.m1.15021,1203
aten_0.1.m1.15022,6829
aten_0.1.m1.15023,2958
aten_0.1.m1.15024,2655
aten_0.1.m1.15025,1207
aten_0.1.m1.15026,9885
aten_0.1.m1.15027,2487
aten_0.1.m1.15028,3415
aten_0.1.m1.15029,1006
aten_0.1.m1.1503,2388
aten_0.1.m1.15031,3985
aten_0.1.m1.15032,2225
aten_0.1.m1.15033,2677
aten_0.1.m1.15034,1569
aten_0.1.m1.15035,2862
aten_0.1.m1.15036,2011
aten_0.1.m1.15037,1987
aten_0.1.m1.15039,1227
aten_0.1.m1.1504,3037
aten_0.1.m1.15040,3482
aten_0.1.m1.15041,1846
aten_0.1.m1.15042,1047
aten_0.1.m1.15043,1237
aten_0.1.m1.15044,1110
aten_0.1.m1.15045,3684
aten_0.1.m1.15046,4336
aten_0.1.m1.15047,3228
