gene_id,average_length
SpisGene16041,12318.5
SpisGene16042,1331
SpisGene16043,3359
SpisGene16044,1753
SpisGene16045,11415
SpisGene16046,2980
SpisGene16047,1573
SpisGene16048,3167
SpisGene16049,1943
SpisGene1605,9410
SpisGene16050,1755
SpisGene16051,4992
SpisGene16052,14463
SpisGene16053,3447
SpisGene16054,23758
SpisGene16055,29143
SpisGene16056,10974
SpisGene16057,9820
SpisGene16058,5270
SpisGene16059,6539
SpisGene1606,12527
SpisGene16060,15136
SpisGene16061,2395
SpisGene16062,16224
SpisGene16063,8178
SpisGene16064,20570
SpisGene16065,3840
SpisGene16066,10561
SpisGene16067,1022
SpisGene16068,1390
SpisGene16069,34700
SpisGene1607,6271
SpisGene16070,8419
SpisGene16071,13227
SpisGene16072,3760
SpisGene16073,18488
SpisGene16074,6840
SpisGene16075,21329
SpisGene16076,5583
SpisGene16077,4692
SpisGene16078,17498
SpisGene16079,1054
SpisGene1608,6287
SpisGene16080,16387
SpisGene16081,11129
SpisGene16082,4715
SpisGene16083,3427
SpisGene16084,5496
SpisGene16085,2975
SpisGene16086,10695
SpisGene16087,1688
SpisGene16088,10757
SpisGene16089,32104
SpisGene1609,6119
SpisGene16090,20656
SpisGene16091,9518
SpisGene16092,14783
SpisGene16093,9815
SpisGene16094,6182
SpisGene16095,10917
SpisGene16096,36876
SpisGene16097,3548
SpisGene16098,1983
SpisGene16099,3881
SpisGene161,3592
SpisGene1610,15046
SpisGene16100,13360
SpisGene16101,2140
SpisGene16102,5041
SpisGene16103,1344
SpisGene16104,9142
SpisGene16105,2204
SpisGene16106,3990
SpisGene16107,2294
SpisGene16108,16072
SpisGene16109,10264
SpisGene1611,1645
SpisGene16110,2102
SpisGene16111,12601
SpisGene16112,2009
SpisGene16113,1260
SpisGene16114,5996
SpisGene16115,881
SpisGene16116,10686
SpisGene16117,4798
SpisGene16118,7064
SpisGene16119,10299
SpisGene1612,7213
SpisGene16120,1977
SpisGene16121,5301
SpisGene16122,1269
SpisGene16123,4060
SpisGene16124,9921
SpisGene16125,3397
SpisGene16126,20477
SpisGene16127,5564
SpisGene16128,4486
SpisGene16129,9545
SpisGene1613,1746
SpisGene16130,8276
SpisGene16131,1458
SpisGene16132,2254
SpisGene16133,9258
SpisGene16134,12375
SpisGene16135,12478
SpisGene16136,5729
SpisGene16137,9002
SpisGene16138,17587
SpisGene16139,10681
SpisGene1614,1914
SpisGene16140,3221
SpisGene16141,6420
SpisGene16142,5465
SpisGene16143,2341
SpisGene16144,19410
SpisGene16145,28064
SpisGene16146,52894
SpisGene16147,66140
SpisGene16148,2781
SpisGene16149,9396
SpisGene1615,7022
SpisGene16150,3334
SpisGene16151,9779
SpisGene16152,3185
SpisGene16153,16400
SpisGene16154,7251
SpisGene16155,1236
SpisGene16156,4809
SpisGene16157,1680
SpisGene16158,18015
SpisGene16159,10220
SpisGene1616,7953
SpisGene16160,6579
SpisGene16161,8260
SpisGene16162,3698
SpisGene16163,19258
SpisGene16164,9713
SpisGene16165,12373
SpisGene16166,7890
SpisGene16167,10322
SpisGene16168,116789
SpisGene16169,32628
SpisGene1617,9876
SpisGene16170,15059
SpisGene16171,16690
SpisGene16172,11251
SpisGene16173,20584
SpisGene16174,11852
SpisGene16175,7750
SpisGene16176,3799
SpisGene16177,11351
SpisGene16178,9527
SpisGene16179,4969
SpisGene1618,4455
SpisGene16180,44034
SpisGene16181,6160
SpisGene16182,2500
SpisGene16183,5354
SpisGene16184,2059
SpisGene16185,3237
SpisGene16186,3262
SpisGene16187,8605
SpisGene16188,4318
SpisGene16189,3214
SpisGene1619,5254
SpisGene16190,8843
SpisGene16191,3539
SpisGene16192,1291
SpisGene16193,1181
SpisGene16194,6127
SpisGene16195,5215
SpisGene16196,7146
SpisGene16197,24459
SpisGene16198,14893
SpisGene16199,7965
SpisGene162,3065
SpisGene1620,5824
SpisGene16200,3583
SpisGene16201,4185
SpisGene16202,28358
SpisGene16203,5451
SpisGene16204,10928
SpisGene16205,13655
SpisGene16206,31778
SpisGene16207,5954
SpisGene16208,4890.5
SpisGene16209,1693
SpisGene1621,4292
SpisGene16210,26241
SpisGene16211,3151
SpisGene16212,13993
SpisGene16213,9714
SpisGene16214,2044
SpisGene16215,10198
SpisGene16216,21640
SpisGene16217,4116
SpisGene16218,1760
SpisGene16219,27398
SpisGene1622,10491
SpisGene16220,6181
SpisGene16221,1152
SpisGene16222,5320
SpisGene16223,3244
SpisGene16224,4550
SpisGene16225,1410
SpisGene16226,6592
SpisGene16227,14084
SpisGene16228,2976
SpisGene16229,3133
SpisGene1623,7060
SpisGene16230,19841.5
SpisGene16231,17607
SpisGene16232,3310
SpisGene16233,16597
SpisGene16234,3868
SpisGene16235,31536
SpisGene16236,8531
SpisGene16237,11319
SpisGene16238,8335
SpisGene16239,3712
SpisGene1624,2407
SpisGene16240,2568
SpisGene16241,12351
SpisGene16242,5550
SpisGene16243,3750
SpisGene16244,3535
SpisGene16245,24703
SpisGene16246,5811
SpisGene16247,5427
SpisGene16248,8034
SpisGene16249,3653
SpisGene1625,14201
SpisGene16250,9019
SpisGene16251,813
SpisGene16252,6546
SpisGene16253,2013
SpisGene16254,1240
SpisGene16255,6251
SpisGene16256,20069
SpisGene16257,1192
SpisGene16258,6337
SpisGene16259,2403
SpisGene1626,12022
SpisGene16260,6707
SpisGene16261,17976
SpisGene16262,9039
SpisGene16263,10124
SpisGene16264,2055
SpisGene16265,3699
SpisGene16266,11869
SpisGene16267,10827
SpisGene16268,5807
SpisGene16269,2479
SpisGene1627,3534
SpisGene16270,9520
SpisGene16271,4886.5
SpisGene16272,4782
SpisGene16273,46381
SpisGene16274,4225
SpisGene16275,29379
SpisGene16276,11063
SpisGene16277,8713
SpisGene16278,3514
SpisGene16279,13503
SpisGene1628,13931
SpisGene16280,17938
SpisGene16281,2690
SpisGene16282,1786
SpisGene16283,5400
SpisGene16284,4374
SpisGene16285,5557
SpisGene16286,9432
SpisGene16287,5545
SpisGene16288,106457.5
SpisGene16289,18649
SpisGene1629,7913
SpisGene16290,3596
SpisGene16291,3903
SpisGene16292,5480
SpisGene16293,7242
SpisGene16294,17136
SpisGene16295,846
SpisGene16296,9934
SpisGene16297,1547
SpisGene16298,12583
SpisGene16299,3250
SpisGene163,21516
SpisGene1630,5964
SpisGene16300,3413
SpisGene16301,2286
SpisGene16302,3010
SpisGene16303,2180
SpisGene16304,2049
SpisGene16305,17074
SpisGene16306,4469
SpisGene16307,3760
SpisGene16308,5558
SpisGene16309,2632
SpisGene1631,12349
SpisGene16310,10965
SpisGene16311,3788
SpisGene16312,6689
SpisGene16313,11957
SpisGene16314,20929
SpisGene16315,11078
SpisGene16316,5828
SpisGene16317,4500
SpisGene16318,2642
SpisGene16319,2091
SpisGene1632,4893
SpisGene16320,7212
SpisGene16321,972
SpisGene16322,28750
SpisGene16323,4488
SpisGene16324,7713
SpisGene16325,30308
SpisGene16326,7277
SpisGene16327,1347
SpisGene16328,3744
SpisGene16329,812
SpisGene1633,2284
SpisGene16330,9381
SpisGene16331,7192.5
SpisGene16332,8764
SpisGene16333,3552
SpisGene16334,25513
SpisGene16335,3499
SpisGene16336,3341
SpisGene16337,39371
SpisGene16338,22332
SpisGene16339,4089
SpisGene1634,5317
SpisGene16340,1112
SpisGene16341,8070
SpisGene16342,2878
SpisGene16343,6492
SpisGene16344,7247
SpisGene16345,5182
SpisGene16346,3713
SpisGene16347,6436
SpisGene16348,2373
SpisGene16349,8910
SpisGene1635,11828
SpisGene16350,4286
SpisGene16351,6146
SpisGene16352,19289
SpisGene16353,18448
SpisGene16354,719
SpisGene16355,3256
SpisGene16356,12701
SpisGene16357,16691
SpisGene16358,14527.5
SpisGene16359,15857
SpisGene1636,3875
SpisGene16360,11055
SpisGene16361,967
SpisGene16362,11836
SpisGene16363,7882
SpisGene16364,6655
SpisGene16365,2706
SpisGene16366,927
SpisGene16367,1765
SpisGene16368,3348
SpisGene16369,7869
SpisGene1637,10193
SpisGene16370,6662
SpisGene16371,3399
SpisGene16372,2221
SpisGene16373,48283
SpisGene16374,30785
SpisGene16375,5461
SpisGene16376,1626
SpisGene16377,3582
SpisGene16378,2335
SpisGene16379,1447
SpisGene1638,9491
SpisGene16380,8633
SpisGene16381,11883
SpisGene16382,3459
SpisGene16383,8514
SpisGene16384,1725
SpisGene16385,7600
SpisGene16386,15404
SpisGene16387,5375
SpisGene16388,2150
SpisGene16389,24247
SpisGene1639,9764
SpisGene16390,2440
SpisGene16391,10523
SpisGene16393,1891
SpisGene16394,9954
SpisGene16395,7503
SpisGene16396,1123
SpisGene16397,2528
SpisGene16398,1707
SpisGene16399,6833
SpisGene164,8186
SpisGene1640,1197
SpisGene16400,1634
SpisGene16401,14768
SpisGene16402,6116
SpisGene16403,18094
SpisGene16404,7026
SpisGene16405,24153
SpisGene16406,22166
SpisGene16407,7065
SpisGene16408,20716
SpisGene16409,2916
SpisGene1641,19865
SpisGene16410,2534
SpisGene16411,954
SpisGene16412,4566
SpisGene16413,4321
SpisGene16414,6906
SpisGene16415,36015
SpisGene16416,798
SpisGene16417,1082
SpisGene16418,5006
SpisGene16419,37235
SpisGene1642,2495
SpisGene16420,3118
SpisGene16421,1629
SpisGene16422,10232
SpisGene16423,1597
SpisGene16424,4295
SpisGene16425,3051
SpisGene16426,110265
SpisGene16427,1694
SpisGene16428,2521
SpisGene16429,3025
SpisGene1643,19636
SpisGene16430,12392
SpisGene16431,24535
SpisGene16432,1707
SpisGene16433,16847
SpisGene16434,591
SpisGene16435,3260
SpisGene16436,6276
SpisGene16437,9821
SpisGene16438,2933
SpisGene16439,2413
SpisGene1644,11775
SpisGene16440,46840
SpisGene16441,10863
SpisGene16442,4489
SpisGene16443,8333
SpisGene16444,7793
SpisGene16445,20915
SpisGene16446,6944
SpisGene16447,12003.5
SpisGene16448,6567
SpisGene16449,10425
SpisGene1645,9483
SpisGene16450,1765
SpisGene16451,1536
SpisGene16452,19445
SpisGene16453,2108
SpisGene16454,11753
SpisGene16455,5717
SpisGene16456,12085.666666666666
SpisGene16457,13167
SpisGene16458,7330
SpisGene16459,2113
SpisGene1646,19529
SpisGene16460,34387
SpisGene16461,3542
SpisGene16462,952
SpisGene16463,2485
SpisGene16464,24553
SpisGene16465,1440
SpisGene16466,17824
SpisGene16467,16538
SpisGene16468,12488
SpisGene16469,30505
SpisGene1647,3225
SpisGene16470,2403
SpisGene16471,57642
SpisGene16472,15122
SpisGene16473,3687
SpisGene16474,2324
SpisGene16475,10888
SpisGene16476,2311
SpisGene16477,517
SpisGene16478,3506
SpisGene16479,1716
SpisGene1648,5169
SpisGene16480,9143
SpisGene16481,9843
SpisGene16482,50277
SpisGene16483,6957
SpisGene16485,1514
SpisGene16486,3672
SpisGene16487,16780
SpisGene16488,11085
SpisGene16489,4827
SpisGene1649,6862
SpisGene16490,3206
SpisGene16491,18668
SpisGene16492,11468
SpisGene16493,2124
SpisGene16494,16835
SpisGene16495,25396
SpisGene16496,12485
SpisGene16497,2331
SpisGene16498,13324
SpisGene16499,31696
SpisGene165,7236
SpisGene1650,8001
SpisGene16500,11091
SpisGene16501,3787
SpisGene16502,38997
SpisGene16503,3615
SpisGene16504,3245
SpisGene16505,1334
SpisGene16506,5916
SpisGene16507,15433
SpisGene16508,9412
SpisGene16509,3936
SpisGene1651,10760
SpisGene16510,4749
SpisGene16511,2801
SpisGene16512,5729
SpisGene16513,2957
SpisGene16514,3623
SpisGene16515,2108
SpisGene16516,2759
SpisGene16517,2425
SpisGene16518,1260
SpisGene16519,1171
SpisGene1652,6862
SpisGene16520,14106
SpisGene16521,946
SpisGene16522,1023
SpisGene16523,2286
SpisGene16524,3900
SpisGene16525,3830
SpisGene16526,4430
SpisGene16527,2779
SpisGene16528,3187
SpisGene16529,652
SpisGene1653,2505
SpisGene16530,2097
SpisGene16531,1921
SpisGene16532,6013
SpisGene16533,13109
SpisGene16534,3977
SpisGene16535,1546
SpisGene16536,1427
SpisGene16537,4809
SpisGene16538,1772
SpisGene16539,2489
SpisGene1654,2718
SpisGene16540,2544
SpisGene16541,2408
SpisGene16542,2254
SpisGene16543,3334
SpisGene16544,1773
SpisGene16545,5598
SpisGene16546,3588
SpisGene16547,4636
SpisGene16548,2804
SpisGene16549,18807
SpisGene1655,19658
SpisGene16550,8589
SpisGene16551,5270
SpisGene16552,14036
SpisGene16553,2410
SpisGene16554,1188
SpisGene16555,7519
SpisGene16556,2380
SpisGene16557,4014
SpisGene16558,7883
SpisGene16559,13644
SpisGene1656,9163
SpisGene16560,3475
SpisGene16561,8305
SpisGene16562,2351
SpisGene16563,4202
SpisGene16564,13842
SpisGene16565,2097
SpisGene16566,1604
SpisGene16567,699
SpisGene16568,10122
SpisGene16569,8250
SpisGene1657,2214
SpisGene16570,3495
SpisGene16571,11951
SpisGene16572,1848
SpisGene16573,2678
SpisGene16574,2098
SpisGene16575,7133
SpisGene16576,9591
SpisGene16577,39838
SpisGene16578,5196
SpisGene16579,1730
SpisGene1658,2214
SpisGene16580,17931
SpisGene16581,3896
SpisGene16582,2947
SpisGene16583,1764
SpisGene16584,1827
SpisGene16585,6095
SpisGene16586,1490
SpisGene16587,5703
SpisGene16588,2296
SpisGene16589,4602
SpisGene1659,4102
SpisGene16590,8049
SpisGene16591,27607
SpisGene16592,4000
SpisGene16593,21133
SpisGene16594,9317
SpisGene16595,1100
SpisGene16596,2331
SpisGene16597,10509
SpisGene16598,8351
SpisGene16599,16888
SpisGene166,2515
SpisGene1660,2556
SpisGene16600,34050
SpisGene16601,1829
SpisGene16602,1783
SpisGene16603,2383
SpisGene16604,2122
SpisGene16605,9455
SpisGene16606,968
SpisGene16607,11356
SpisGene16608,17136
SpisGene16609,6935
SpisGene1661,14451
SpisGene16610,5492
SpisGene16611,18399
SpisGene16612,3778
SpisGene16613,6667
SpisGene16614,2791
SpisGene16615,4892
SpisGene16616,3987
SpisGene16617,10094
SpisGene16618,5386
SpisGene16619,2724
SpisGene1662,4075
SpisGene16620,2010
SpisGene16621,702
SpisGene16622,2965
SpisGene16623,3255
SpisGene16624,2870
SpisGene16625,9442
SpisGene16626,3695
SpisGene16627,6305
SpisGene16628,1939
SpisGene16629,1841
SpisGene1663,5737
SpisGene16630,4315
SpisGene16631,17420
SpisGene16632,816
SpisGene16633,5909
SpisGene16634,986
SpisGene16635,9450.5
SpisGene16636,13137
SpisGene16637,12131
SpisGene16638,2938
SpisGene16639,8309
SpisGene1664,4227
SpisGene16640,2642
SpisGene16641,10603
SpisGene16642,8767
SpisGene16643,8975
SpisGene16644,7950
SpisGene16645,21137
SpisGene16646,23241
SpisGene16647,6706
SpisGene16648,2854
SpisGene16649,14652
SpisGene1665,6749
SpisGene16650,16802
SpisGene16651,12410
SpisGene16652,3541
SpisGene16653,27306
SpisGene16654,1668
SpisGene16655,25574
SpisGene16656,4865
SpisGene16657,3438
SpisGene16658,11858
SpisGene16659,4545
SpisGene1666,8364
SpisGene16660,3948
SpisGene16661,1624
SpisGene16662,5415
SpisGene16663,5590
SpisGene16664,8747
SpisGene16665,3365
SpisGene16666,21195
SpisGene16667,15898
SpisGene16668,8263
SpisGene16669,4620
SpisGene1667,10131
SpisGene16670,7432
SpisGene16671,5885
SpisGene16672,658
SpisGene16673,10427
SpisGene16674,4183
SpisGene16675,4784
SpisGene16676,5404
SpisGene16677,5918
SpisGene16678,15752
SpisGene16679,14308
SpisGene1668,1992
SpisGene16680,28238
SpisGene16681,4938
SpisGene16682,5132
SpisGene16683,3533
SpisGene16684,20940
SpisGene16685,18889
SpisGene16686,1612
SpisGene16687,41539
SpisGene16688,17618
SpisGene16689,2205
SpisGene1669,1167
SpisGene16690,4960
SpisGene16691,1097
SpisGene16692,1386
SpisGene16693,2616
SpisGene16694,9244
SpisGene16695,2668
SpisGene16696,21472
SpisGene16697,6499
SpisGene16698,1460
SpisGene16699,17840
SpisGene167,9147
SpisGene1670,3290
SpisGene16700,1302
SpisGene16701,5289
SpisGene16702,36368
SpisGene16703,5607
SpisGene16704,4044
SpisGene16705,4893
SpisGene16706,1248
SpisGene16707,3735
SpisGene16708,14783
SpisGene16709,1994
SpisGene1671,2897
SpisGene16710,1846
SpisGene16711,29369
SpisGene16712,10704
SpisGene16713,10361
SpisGene16714,2556
SpisGene16715,1047
SpisGene16716,2966
SpisGene16717,9925
SpisGene16718,9639
SpisGene16719,3183
SpisGene1672,6449
SpisGene16720,10757
SpisGene16721,7998
SpisGene16722,11840
SpisGene16723,6788
SpisGene16724,1792
SpisGene16725,8273
SpisGene16726,1839
SpisGene16727,3387
SpisGene16728,3300
SpisGene16729,1489
SpisGene1673,3217
SpisGene16730,7758
SpisGene16731,4523
SpisGene16732,4475
SpisGene16733,13451
SpisGene16734,4625
SpisGene16735,8023
SpisGene16736,6486
SpisGene16737,10609
SpisGene16738,6377
SpisGene16739,34931
SpisGene1674,16632
SpisGene16740,7846
SpisGene16741,6730
SpisGene16742,15362
SpisGene16743,23518
SpisGene16744,5235
SpisGene16745,5315
SpisGene16746,12407
SpisGene16747,11407
SpisGene16748,2234
SpisGene16749,1508
SpisGene1675,1403
SpisGene16750,24650
SpisGene16751,2120
SpisGene16752,2589
SpisGene16754,35711
SpisGene16755,2834
SpisGene16756,12301
SpisGene16757,11600
SpisGene16758,13260
SpisGene16759,18536
SpisGene1676,14670
SpisGene16760,4609
SpisGene16761,9498
SpisGene16762,8090
SpisGene16763,4106
SpisGene16764,10360
SpisGene16765,10677
SpisGene16766,3798
SpisGene16767,12447
SpisGene16768,5761
SpisGene16769,10342
SpisGene1677,2768
SpisGene16770,8964
SpisGene16771,7912
SpisGene16772,3367
SpisGene16773,2177
SpisGene16774,5075
SpisGene16775,6010
SpisGene16776,2473
SpisGene16777,6379
SpisGene16778,3785
SpisGene16779,23928
SpisGene1678,24862
SpisGene16780,3396
SpisGene16781,6025
SpisGene16782,9442
SpisGene16783,3233
SpisGene16784,740
SpisGene16785,2688
SpisGene16786,38434
SpisGene16787,2702
SpisGene16788,2147
SpisGene16789,6184
SpisGene1679,21977
SpisGene16790,7359
SpisGene16791,11794
SpisGene16792,2041
SpisGene16793,4482
SpisGene16794,7919
SpisGene16795,1891
SpisGene16796,3815
SpisGene16797,2673
SpisGene16798,2538
SpisGene16799,3802
SpisGene168,11570
SpisGene1680,9956
SpisGene16800,17547
SpisGene16801,33234
SpisGene16802,3395
SpisGene16803,5278
SpisGene16804,23449
SpisGene16805,10162
SpisGene16806,3516
SpisGene16807,4669
SpisGene16808,1248
SpisGene16809,1069
SpisGene1681,6050
SpisGene16810,5475
SpisGene16811,6856
SpisGene16812,2254
SpisGene16813,1645
SpisGene16814,3050
SpisGene16815,1832
SpisGene16816,3109
SpisGene16817,3359
SpisGene16818,67856
SpisGene16819,524
SpisGene1682,5443
SpisGene16820,4951
SpisGene16821,4998.5
SpisGene16822,16648
SpisGene16823,11425
SpisGene16824,6397
SpisGene16825,4493
SpisGene16826,7678
SpisGene16827,4893
SpisGene16828,2118
SpisGene16829,17913
SpisGene1683,2655
SpisGene16830,10499
SpisGene16831,22403
SpisGene16832,1465
SpisGene16833,1482
SpisGene16834,2948
SpisGene16835,3316
SpisGene16836,1340
SpisGene16837,3800
SpisGene16838,1554
SpisGene16839,1222
SpisGene1684,5973
SpisGene16840,5360
SpisGene16841,3972
SpisGene16842,1677
SpisGene16843,1580
SpisGene16844,5584
SpisGene16845,1426
SpisGene16846,2085
SpisGene16847,776
SpisGene16848,31896
SpisGene16849,2348
SpisGene1685,2121
SpisGene16850,1795
SpisGene16851,24516
SpisGene16852,4715
SpisGene16853,10202
SpisGene16854,4443
SpisGene16855,3972
SpisGene16856,9367
SpisGene16857,2196
SpisGene16858,23441
SpisGene16859,14640
SpisGene1686,7130
SpisGene16860,34634
SpisGene16861,3312
SpisGene16862,28754
SpisGene16863,11518
SpisGene16864,10037
SpisGene16865,6573
SpisGene16866,6334
SpisGene16867,15075
SpisGene16868,1196
SpisGene16869,7216
SpisGene1687,2136
SpisGene16870,7613
SpisGene16871,14907
SpisGene16872,5866
SpisGene16873,15544
SpisGene16874,7058
SpisGene16875,7719
SpisGene16876,3506
SpisGene16877,2165
SpisGene16878,3146
SpisGene16879,1281
SpisGene1688,3430
SpisGene16880,2013
SpisGene16881,1277
SpisGene16882,11065
SpisGene16883,15495
SpisGene16884,7420
SpisGene16885,2179
SpisGene16886,1686
SpisGene16887,1282
SpisGene16888,1740
SpisGene16889,2206
SpisGene1689,3465
SpisGene16890,3679
SpisGene16891,3454
SpisGene16892,4294
SpisGene16893,5743
SpisGene16894,5815
SpisGene16895,15024
SpisGene16896,17814
SpisGene16897,16418
SpisGene16898,8881
SpisGene16899,3776
SpisGene169,1230
SpisGene1690,10824
SpisGene16900,18559
SpisGene16901,17396
SpisGene16902,22860
SpisGene16903,7521
SpisGene16904,8606
SpisGene16905,21863
SpisGene16906,10890
SpisGene16907,1710
SpisGene16908,3889
SpisGene16909,2092
SpisGene1691,5949
SpisGene16910,3708
SpisGene16911,30406
SpisGene16912,2261
SpisGene16913,6018
SpisGene16914,3487.3333333333335
SpisGene16915,831
SpisGene16916,2037
SpisGene16917,1724
SpisGene16918,1650
SpisGene16919,4137
SpisGene1692,5315
SpisGene16920,10754
SpisGene16921,3549
SpisGene16922,4558
SpisGene16923,4963
SpisGene16924,3680
SpisGene16925,1115
SpisGene16926,3633
SpisGene16927,8748
SpisGene16928,2751
SpisGene16929,3079
SpisGene1693,7073
SpisGene16930,7108
SpisGene16931,10043
SpisGene16932,1702
SpisGene16933,40808
SpisGene16934,7955
SpisGene16935,3107
SpisGene16936,44329
SpisGene16937,7874
SpisGene16938,12392
SpisGene16939,2401
SpisGene1694,8783
SpisGene16940,2284
SpisGene16941,6986
SpisGene16942,20172
SpisGene16943,4603
SpisGene16944,3873
SpisGene16945,2634
SpisGene16946,11757
SpisGene16947,3026
SpisGene16948,1089
SpisGene16949,12241
SpisGene1695,7158
SpisGene16950,5718
SpisGene16951,2511
SpisGene16952,1062
SpisGene16953,5818
SpisGene16954,1423
SpisGene16955,2835
SpisGene16956,8224
SpisGene16957,18636
SpisGene16958,3264
SpisGene16959,4299
SpisGene1696,3950
SpisGene16960,3980
SpisGene16961,9934
SpisGene16962,1571
SpisGene16963,16123
SpisGene16964,2876
SpisGene16965,651
SpisGene16966,2700
SpisGene16967,5195
SpisGene16968,2087
SpisGene16969,2198
SpisGene1697,2867
SpisGene16970,10388
SpisGene16971,1640
SpisGene16972,15251
SpisGene16973,7219
SpisGene16974,1572
SpisGene16975,4086
SpisGene16976,14277
SpisGene16977,2868
SpisGene16978,8551
SpisGene16979,1459
SpisGene1698,7010
SpisGene16980,6253
SpisGene16981,1920
SpisGene16982,8096
SpisGene16983,6281
SpisGene16984,20079
SpisGene16985,14137.5
SpisGene16986,2196
SpisGene16987,6616
SpisGene16988,4747
SpisGene16989,29927
SpisGene1699,4022
SpisGene16990,1359
SpisGene16991,13276
SpisGene16992,3411
SpisGene16993,3652
SpisGene16994,11986
SpisGene16995,2832
SpisGene16996,13481
SpisGene16997,45842
SpisGene16998,31284
SpisGene16999,1378
SpisGene17,3995
SpisGene170,7805
SpisGene1700,1852
SpisGene17000,1272
SpisGene17001,19815
SpisGene17002,1310
SpisGene17003,2766
SpisGene17004,1553
SpisGene17005,1485
SpisGene17006,15007
SpisGene17007,1282
SpisGene17008,11240
SpisGene17009,935
SpisGene1701,1574
SpisGene17010,4318
SpisGene17011,5240
SpisGene17012,4595
SpisGene17013,11048
SpisGene17014,8683
SpisGene17015,2467
SpisGene17016,8060
SpisGene17017,7467
SpisGene17018,11553
SpisGene17019,3451
SpisGene1702,6111
SpisGene17020,1482
SpisGene17021,7169
SpisGene17022,7926
SpisGene17023,8799
SpisGene17024,2340
SpisGene17025,21144
SpisGene17026,1834
SpisGene17027,4911
SpisGene17028,31653
SpisGene17029,18523
SpisGene1703,32250
SpisGene17030,14985
SpisGene17031,5643
SpisGene17032,15086
SpisGene17033,11317
SpisGene17034,12606
SpisGene17035,9994
SpisGene17036,12627
SpisGene17037,8482
SpisGene17038,4103
SpisGene17039,2336
SpisGene1704,7163
SpisGene17040,1343
SpisGene17041,1954
SpisGene17042,1144
SpisGene17043,13476
SpisGene17044,7763
SpisGene17045,1145
SpisGene17046,12687
SpisGene17047,3514
SpisGene17048,2995
SpisGene17049,17162
SpisGene1705,831
SpisGene17050,11943
SpisGene17051,4060
SpisGene17052,4227
SpisGene17053,1564
SpisGene17054,2513
SpisGene17055,6339
SpisGene17056,2391
SpisGene17057,2525
SpisGene17058,29006
SpisGene17059,12030
SpisGene1706,4443
SpisGene17060,7215
SpisGene17061,1785
SpisGene17062,19495
SpisGene17063,7721
SpisGene17064,10704
SpisGene17065,1518
SpisGene17066,2472
SpisGene17067,5273
SpisGene17068,41327
SpisGene17069,9546
SpisGene1707,4841
SpisGene17070,17501
SpisGene17071,1079
SpisGene17072,2430
SpisGene17073,1876
SpisGene17074,2215
SpisGene17075,3486
SpisGene17076,2807
SpisGene17077,9366
SpisGene17078,14862
SpisGene17079,6970
SpisGene1708,3804
SpisGene17080,2664
SpisGene17081,15235
SpisGene17082,7763
SpisGene17083,11160
SpisGene17084,10076
SpisGene17085,11781
SpisGene17086,14452
SpisGene17087,2492
SpisGene17088,3511
SpisGene17089,2913
SpisGene1709,1338
SpisGene17090,1265
SpisGene17091,851
SpisGene17092,19406
SpisGene17093,2811
SpisGene17094,1227
SpisGene17095,18207
SpisGene17096,10638
SpisGene17097,6515.5
SpisGene17098,7910
SpisGene17099,2773
SpisGene171,7031
SpisGene1710,3881
SpisGene17100,20088
SpisGene17101,3577
SpisGene17102,5725
SpisGene17103,3659
SpisGene17104,8958
SpisGene17105,35829
SpisGene17106,9440
SpisGene17107,5419.5
SpisGene17108,5628
SpisGene17109,21678
SpisGene1711,14923
SpisGene17110,5096
SpisGene17111,20813
SpisGene17112,7057
SpisGene17113,5563
SpisGene17114,16206
SpisGene17115,28766
SpisGene17116,1564
SpisGene17117,5161
SpisGene17118,14288
SpisGene17119,3766
SpisGene1712,1756
SpisGene17120,1896
SpisGene17121,3339
SpisGene17122,3088.3333333333335
SpisGene17123,4104
SpisGene17124,31481
SpisGene17125,4848
SpisGene17126,3395
SpisGene17127,2645
SpisGene17128,12068
SpisGene17129,2733
SpisGene1713,6773
SpisGene17130,55350
SpisGene17131,1749
SpisGene17132,3309
SpisGene17133,5919
SpisGene17134,2291
SpisGene17135,21911
SpisGene17136,8712
SpisGene17137,2261
SpisGene17138,1995
SpisGene17139,12284
SpisGene1714,23774.5
SpisGene17140,4448
SpisGene17141,1260
SpisGene17142,9358
SpisGene17143,7903
SpisGene17144,3068
SpisGene17145,15363
SpisGene17146,42323
SpisGene17147,13949
SpisGene17148,39650
SpisGene17149,1727
SpisGene1715,6017
SpisGene17150,13690
SpisGene17151,77615
SpisGene17152,1804
SpisGene17153,3665
SpisGene17154,7770
SpisGene17155,9615
SpisGene17156,4106
SpisGene17157,9720
SpisGene17158,18155
SpisGene17159,8445
SpisGene1716,4573
SpisGene17160,885
SpisGene17161,11254
SpisGene17163,3958
SpisGene17164,15452
SpisGene17165,7592
SpisGene17166,11174
SpisGene17167,3924
SpisGene17168,1515
SpisGene17169,25426
SpisGene1717,3168
SpisGene17170,3879
SpisGene17171,5993
SpisGene17172,6329
SpisGene17173,3860
SpisGene17174,41938
SpisGene17175,9663
SpisGene17176,36501
SpisGene17177,29892
SpisGene17178,2297
SpisGene17179,5704
SpisGene1718,20967
SpisGene17180,2087
SpisGene17181,10477
SpisGene17182,15734
SpisGene17183,1603
SpisGene17184,935
SpisGene17185,2188
SpisGene17186,1590
SpisGene17187,8836
SpisGene17188,1104
SpisGene17189,3626
